"","Paper_id","Group_RV","main_group","group_metric","Group_finelevel","summary_statement2"
"219",46,"Crop Production","Yields","Grain (Soybean)","mono","46 A 2 x 9 factorial randomized complete block design study with 8 replications was conducted at 3 sites from 2002-2004 in Waseca, MN, Rosemount, MN, Lamberton, MN investigating the effects of cash crop cultivar, cover crops, and cover crop planting date in a soybean/maize system (Chen et al., 2006).  46 Plots received one of the following cover crop treatments: winter fallow (control), alfalfa, red clover, perennial ryegrass. 46Cover crops were terminated with herbicide. 46 Plots were 9 sq m. At Waseca, MN, perennial ryegrass resulted in lower soybean yields compared to its control, whereas yields following alfalfa and red clover were similar to their controls. At Lamberton, MN, alfalfa resulted in lower yield compared to its control, red clover planted at the same time as the cash crop resulted in lower yields, and perennial ryegrass had no effect on soybean yields. Finally, at Rosemount, MN, only alfalfa planted with the cash crop resulted in reduced yields compared to its control. All other cover crops and planting dates had no significant effects on soybean yields."
"220",46,"Pest Regulation","Invertebrates","Soybean Cyst Nematode (#)","mono","46 A 2 x 9 factorial randomized complete block design study with 8 replications was conducted at 3 sites from 2002-2004 in Waseca, MN, Rosemount, MN, Lamberton, MN investigating the effects of cash crop cultivar, cover crops, and cover crop planting date in a soybean/maize system (Chen et al., 2006).  46 Plots received one of the following cover crop treatments: winter fallow (control), alfalfa, red clover, perennial ryegrass. 46Cover crops were terminated with herbicide. 46 Plots were 9 sq m. This study examined the effects of interseeding alfalfa, red clover, and perennial ryegrass into soybean either 0 or 2 weeks after planting soybean. Cover crops were managed with one of two herbicide regimes (imazethapyr or quixalofop-p-ethyl + bentazon). Broadly, the effect of cover crop treatments on the soybean cyst nematode egg densities varied among the three sites included in the study. At the Waseca, MN site in the first year, cover crops had no affect on soybean cyst nematode egg population. In the second year, egg densities increased with perennial ryegrass winter cover crop terminated with  quixalofop-p-ethyl + bentazon herbicides compared to no winter cover crops with the same herbicides applied for weed management. At the Lamberton, MN site, alfalfa and red clover managed with imazethapyr reduced egg densities in the first and second year of the study while perennial ryegrass had no affect on egg densities in either year of the study. the Rosemount, MN site, alfalfa and red clover managed with no other herbicide regime reduced egg densities in the first year of the study. In the second year, the density of soybean cyst nematode eggs decreased with red clover cover crops terminated with imazethapyr only. All other cover crops and herbicide regimes had no affect on egg densities."
"221",47,"Crop Production","Yields","Grain (Maize)","mono","47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. Final maize grain yields were nearly identical in the winter rye and winter fallow averaged over this 7 year study."
"222",47,"Crop Production","Yields","Grain (Soybean)","mono","47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. Soybean grain yields were nearly identical in winter rye and winter fallow averaged over this 7 year satudy. It is important to note that 2013 was the second driest year of those included in this analysis (695 mm), and the cover crop still did not havea negative impact on soybean yield."
"223",47,"Soil","Physical","Soil Bulk Density","mono","47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. Soil bulk density was unaffected by winter rye cover crops at both the 0-15 cm and 15-30 cm depths."
"224",47,"Soil","Physical","Soil Texture","mono","47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. Changes in the percent sand, silt, and clay were measured from 0-15 cm and 15 cm depth in this 7 year experiment. Percent sand increased when winter rye cover crops were grown compared to winter fallow at 15-30 cm depth, but there was no effect at 0-15 cm depth. Percent silt increased at all soil depths with winter rye compared to winter fallow. There were no changes in percent clay at any depth when comparing winter rye to winter fallow."
"225",47,"Soil","Physical","Soil Water Content","mono","47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. In this 7 year experiment, there was no effect of winter rye cover crops on volumetric water saturation at 0-15 cm or 15-30 cm depths. 47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. ""Winter rye cover crop treatment significantly increased the water content at field capacity by 10.9% and 10.0% relative to the no cover crop treatment at the 0–15 cm and15–30 cm depths, respectively."" 47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. Permanent wilting points measurements were not statistically different between winter rye cover crops and winter fallow. 47 A randomized complete block design study with 4 replications was conducted at 1 site from 2008-2015 in Boone County, IA investigating the effects of cover crops, tillage, and nitrogen in a maize/soybean system (Basche et al., 2016).  47 Plots received one of the following cover crop treatments: winter fallow (control), winter rye. 47 Cover crops were no-till drilled / broadcasted between September-October. 47 Plots were an undescribed size. There were significant increases of 21.1% and 21.9% relative to the no cover crop treatment for plant available water at the 0–15 cm and 15–30 cm depths, respectively."
"226",48,"Crop Production","Crop Nitrogen Uptake","Grain (Maize)","mono","48 A randomized complete block design study with 3 replications was conducted at 1 site from 2012-2014 at Illinois State University Teaching and Agriculture Research Farm in Lexington, IL investigating the effects of cover crops in a maize (silage) system (Lacey & Armstrong, 2014).  48 Plots received one of the following cover crop treatments: winter fallow (control), tillage radish @ 11 kg/ha, winter rye @ 67 kg/ha. 48Cover crops were planted in September.48Cover crops were planted in September and terminated winter killed and herbicide. 48 Plots were 2023 sq m. ""Across both years, fall-applied nitrogen into a standing cover crop did not significantly affect corn yield or corn nitrogen uptake compared with the control."" These data were collected during a drought year (2012) and under normal growing conditions (2013)."
"227",48,"Crop Production","Yields","Stover Biomass","mono","48 A randomized complete block design study with 3 replications was conducted at 1 site from 2012-2014 at Illinois State University Teaching and Agriculture Research Farm in Lexington, IL investigating the effects of cover crops in a maize (silage) system (Lacey & Armstrong, 2014).  48 Plots received one of the following cover crop treatments: winter fallow (control), tillage radish @ 11 kg/ha, winter rye @ 67 kg/ha. 48Cover crops were planted in September.48Cover crops were planted in September and terminated winter killed and herbicide. 48 Plots were 2023 sq m. ""Across both years, fall-applied nitrogen into a standing cover crop did not significantly affect corn yield or corn nitrogen uptake compared with the control."" These data were collected during a drought year (2012) and under normal growing conditions (2013)."
"228",48,"Soil","Chemical","Ammonium (Preplant)","mono","48 A randomized complete block design study with 3 replications was conducted at 1 site from 2012-2014 at Illinois State University Teaching and Agriculture Research Farm in Lexington, IL investigating the effects of cover crops in a maize (silage) system (Lacey & Armstrong, 2014).  48 Plots received one of the following cover crop treatments: winter fallow (control), tillage radish @ 11 kg/ha, winter rye @ 67 kg/ha. 48Cover crops were planted in September.48Cover crops were planted in September and terminated winter killed and herbicide. 48 Plots were 2023 sq m. ""The analysis of the impact of cover crops on total ammonium concentrations within the entire soil profile (0–80 cm) at termination of the cereal rye cover crop revealed that differences among treatments in soil ammonium concentration depended on sampling year. We observed that, in the spring of 2012, there was no difference in the soil ammonium concentration among treatments and that the ammonium concentration ranged from 29.32 to 40.66 kg/ha. However, in the following spring, the soil ammonium concentration for the tillage radish treatment (162.77 kg/ha) was similar to the cereal rye treatment (104.45 kg/ha) and was significantly greater compared with the control treatment (53 kg/ha)."""
"229",48,"Soil","Chemical","Nitrate (Preplant)","mono","48 A randomized complete block design study with 3 replications was conducted at 1 site from 2012-2014 at Illinois State University Teaching and Agriculture Research Farm in Lexington, IL investigating the effects of cover crops in a maize (silage) system (Lacey & Armstrong, 2014).  48 Plots received one of the following cover crop treatments: winter fallow (control), tillage radish @ 11 kg/ha, winter rye @ 67 kg/ha. 48Cover crops were planted in September.48Cover crops were planted in September and terminated winter killed and herbicide. 48 Plots were 2023 sq m. ""The nitrate data indicated that the control treatment (217 kg ha-1) contained significantly greater soil nitrate compared with cereal rye treatment (116 kg/ha) but was not significantly different from the tillage radish treatment (189 kg/ha) when the data were averaged across both years."""
"230",49,"Crop Production","Stand Count","Seedling Density","mono","NA 49 A split-plot randomized complete block design study with 4 or 3 replications was conducted at 4 sites from 2011-2014 at University of Illinois at Urbana-Champaign Crop Sciences Research and Education Center in Champaign County, IL, Western Illinois University's Allison Organic Research and Demonstration Farm in Warren County, IL, Bement, IL, Blandinsville, IL investigating the effects of cover crops and pathogen innoculation, cover crops in a soybean system (Wen et al., 2017).  49 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Rymin @ 62.7 kg/ha, winter canola cv. Sumner @ 11.2 kg/ha, mustard cv. Pacific Gold @ 11.2 kg/ha, rapeseed cv. Dwarf Essex @ 11.2 kg/ha. 49Cover crops were planted between September-October.49Cover crops were planted between September-October and terminated herbicide then tillage. 49 Plots were 9 sq m or 324 sq m. ""Soybean plant populations were not significantly different among cover crop treatments [at the on-farm sites] in all three years, where the plots were not artificially inoculated with pathogens. Soybean populations were not significantly different among cover crop treatments on [the organic research farm] in 2011 and 2012. the only significant result caused by cover crop treatment was detected in 2013, where the rapeseed and cereal rye plots had significantly higher soybean population counts than those observed in the mustard treatment plots. Under high disease pressure [in the inoculated plots], cereal rye and rapeseed significantly maintained soybean stands when Rhizoctonia root rot was severe."""
"231",49,"Crop Production","Yields","Grain (Soybean)","mono","49 A split-plot randomized complete block design study with 4 or 3 replications was conducted at 4 sites from 2011-2014 at University of Illinois at Urbana-Champaign Crop Sciences Research and Education Center in Champaign County, IL, Western Illinois University's Allison Organic Research and Demonstration Farm in Warren County, IL, Bement, IL, Blandinsville, IL investigating the effects of cover crops and pathogen innoculation, cover crops in a soybean system (Wen et al., 2017).  49 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Rymin @ 62.7 kg/ha, winter canola cv. Sumner @ 11.2 kg/ha, mustard cv. Pacific Gold @ 11.2 kg/ha, rapeseed cv. Dwarf Essex @ 11.2 kg/ha. 49Cover crops were planted between September-October.49Cover crops were planted between September-October and terminated herbicide then tillage. 49 Plots were 9 sq m or 324 sq m. ""In most years and locations, no significant differences in soybean yield were observed. In the 2011 field trial, the highest yields were in the no-till cereal rye treated plots and in the 2013 [on-farm] field trial (all no-till), soybean yields was significantly higher in the rapeseed plots than the cereal rye plots."""
"232",49,"Pest Regulation","Invertebrates","Soybean Cyst Nematode (#)","mono","49 A split-plot randomized complete block design study with 4 or 3 replications was conducted at 4 sites from 2011-2014 at University of Illinois at Urbana-Champaign Crop Sciences Research and Education Center in Champaign County, IL, Western Illinois University's Allison Organic Research and Demonstration Farm in Warren County, IL, Bement, IL, Blandinsville, IL investigating the effects of cover crops and pathogen innoculation, cover crops in a soybean system (Wen et al., 2017).  49 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Rymin @ 62.7 kg/ha, winter canola cv. Sumner @ 11.2 kg/ha, mustard cv. Pacific Gold @ 11.2 kg/ha, rapeseed cv. Dwarf Essex @ 11.2 kg/ha. 49Cover crops were planted between September-October.49Cover crops were planted between September-October and terminated herbicide then tillage. 49 Plots were 9 sq m or 324 sq m. ""Rapeseed, cereal rye, and canola showed different levels of effictiveness for reducing egg counts, and rapeseed showed the most consistent and significant ability to suppress nematodes."""
"233",49,"Pest Regulation","Pathogens","Pathogens","mono","49 A split-plot randomized complete block design study with 4 or 3 replications was conducted at 4 sites from 2011-2014 at University of Illinois at Urbana-Champaign Crop Sciences Research and Education Center in Champaign County, IL, Western Illinois University's Allison Organic Research and Demonstration Farm in Warren County, IL, Bement, IL, Blandinsville, IL investigating the effects of cover crops and pathogen innoculation, cover crops in a soybean system (Wen et al., 2017).  49 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Rymin @ 62.7 kg/ha, winter canola cv. Sumner @ 11.2 kg/ha, mustard cv. Pacific Gold @ 11.2 kg/ha, rapeseed cv. Dwarf Essex @ 11.2 kg/ha. 49Cover crops were planted between September-October.49Cover crops were planted between September-October and terminated herbicide then tillage. 49 Plots were 9 sq m or 324 sq m. ""Root disease severity was very low on soybean plants grown in the noninoculated fields, and no [consistent] significant differences in general root rot were observed over the three years of the study."" At one site in one year, winter rye signficiantly reduced the root rot rating compared to winter fallow."
"234",50,"Water","Physical","Erosion","mono","50 A randomized complete block design study with 4 replications was conducted at 1 site from 2002-2007 in Prairie du Sac, WI investigating the effects of cropping system in a maize (silage) system (Grabber & Jokela, 2012).  50 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Homil 21 or VNS @ 112 kg/ha. 50 Cover crops were no-till drilled in September. 50 Plots were 36 sq m. These data were collected in the spring just before maize planting. Compared to winter fallow, fall-seeded rye was more effective at reducing runoff volumes, total P loads, and sediment loads following fall manure application opposed to spring applied manure. Quantities of reactive P, however, in runoff was unaffected by winter rye compared to winter fallow. When manures were applied in the spring, winter rye was effective at reducing total P runoff, but had no effect on reactive P, sediment loads, or run-off volumes."
"235",50,"Water","Runoff","Nitrate","mono","50 A randomized complete block design study with 4 replications was conducted at 1 site from 2002-2007 in Prairie du Sac, WI investigating the effects of cropping system in a maize (silage) system (Grabber & Jokela, 2012).  50 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Homil 21 or VNS @ 112 kg/ha. 50 Cover crops were no-till drilled in September. 50 Plots were 36 sq m. These data were collected in the spring just before maize planting. Compared to winter fallow, fall-seeded rye was more effective at reducing runoff volumes, total P loads, and sediment loads following fall manure application opposed to spring applied manure. Quantities of reactive P, however, in runoff was unaffected by winter rye compared to winter fallow. When manures were applied in the spring, winter rye was effective at reducing total P runoff, but had no effect on reactive P, sediment loads, or run-off volumes."
"236",50,"Water","Runoff","Phosphorous","mono","50 A randomized complete block design study with 4 replications was conducted at 1 site from 2002-2007 in Prairie du Sac, WI investigating the effects of cropping system in a maize (silage) system (Grabber & Jokela, 2012).  50 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Homil 21 or VNS @ 112 kg/ha. 50 Cover crops were no-till drilled in September. 50 Plots were 36 sq m. These data were collected in the spring just before maize planting. Compared to winter fallow, fall-seeded rye was more effective at reducing runoff volumes, total P loads, and sediment loads following fall manure application opposed to spring applied manure. Quantities of reactive P, however, in runoff was unaffected by winter rye compared to winter fallow. When manures were applied in the spring, winter rye was effective at reducing total P runoff, but had no effect on reactive P, sediment loads, or run-off volumes."
"237",51,"Crop Production","Stand Count","Seedling Density","mono","51 A randomized complete block design study with 3 replications was conducted at 1 site from 2006-2010 at Iowa State University Agronomy and Agricultural Engineering Research Farm, IA investigating the effects of cover crops in a maize/soybean system (Kaspar & Bakker, 2015).  51 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Aroostook @ 300,000 seeds/ha, winter rye cv. Dacold @ 300,000 seeds/ha, winter rye cv. Elbon @ 300,000 seeds/ha, winter rye cv. Maton @ 300,000 seeds/ha, winter rye cv. Oklon @ 300,000 seeds/ha, winter rye cv. Rymin @ 300,000 seeds/ha, winter rye cv. Wheeler @ 300,000 seeds/ha, winter triticale cv. Boreal @ 300,000 seeds/ha, winter triticale cv. NE-422t @ 300,000 seeds/ha, winter wheat cv. Nekota @ 300,000 seeds/ha, winter wheat cv. Pronghorn @ 300,000 seeds/ha, winter wheat cv. Wesley @ 300,000 seeds/ha. 51 Cover crops were no-till drilled in October. 51 Plots were 14.44 sq m. The four year average (2006-2009) maize plant population density with winter cover crops compared to winter fallow. This results was consistent for every cover crop except winter rye cv. Aroostook which had no effect on plant population density."
"238",51,"Crop Production","Yields","Grain (Maize)","mono","51 A randomized complete block design study with 3 replications was conducted at 1 site from 2006-2010 at Iowa State University Agronomy and Agricultural Engineering Research Farm, IA investigating the effects of cover crops in a maize/soybean system (Kaspar & Bakker, 2015).  51 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Aroostook @ 300,000 seeds/ha, winter rye cv. Dacold @ 300,000 seeds/ha, winter rye cv. Elbon @ 300,000 seeds/ha, winter rye cv. Maton @ 300,000 seeds/ha, winter rye cv. Oklon @ 300,000 seeds/ha, winter rye cv. Rymin @ 300,000 seeds/ha, winter rye cv. Wheeler @ 300,000 seeds/ha, winter triticale cv. Boreal @ 300,000 seeds/ha, winter triticale cv. NE-422t @ 300,000 seeds/ha, winter wheat cv. Nekota @ 300,000 seeds/ha, winter wheat cv. Pronghorn @ 300,000 seeds/ha, winter wheat cv. Wesley @ 300,000 seeds/ha. 51 Cover crops were no-till drilled in October. 51 Plots were 14.44 sq m. The effect of cover crops on maize yields were dependent on the year of the study. In the first two years (2006 & 2007), significant effects of cover crops resulted in reductions in yields. The cover crops that consistantly reduced yields during these two years were Aroostook (winter rye), Dacold (winter rye), Boreal (winter triticale) and NE-422t (winter triticale). In the second two years of the experiment (2008 & 2009), there were no significant effects of cover crops on maize yields. 51 A randomized complete block design study with 3 replications was conducted at 1 site from 2006-2010 at Iowa State University Agronomy and Agricultural Engineering Research Farm, IA investigating the effects of cover crops in a maize/soybean system (Kaspar & Bakker, 2015).  51 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Aroostook @ 300,000 seeds/ha, winter rye cv. Dacold @ 300,000 seeds/ha, winter rye cv. Elbon @ 300,000 seeds/ha, winter rye cv. Maton @ 300,000 seeds/ha, winter rye cv. Oklon @ 300,000 seeds/ha, winter rye cv. Rymin @ 300,000 seeds/ha, winter rye cv. Wheeler @ 300,000 seeds/ha, winter triticale cv. Boreal @ 300,000 seeds/ha, winter triticale cv. NE-422t @ 300,000 seeds/ha, winter wheat cv. Nekota @ 300,000 seeds/ha, winter wheat cv. Pronghorn @ 300,000 seeds/ha, winter wheat cv. Wesley @ 300,000 seeds/ha. 51 Cover crops were no-till drilled in October. 51 Plots were 14.44 sq m. The four year average (2006-2009) maize grain mositure content increased with winter cover crops compared to winter fallow. This results was consistent for every cover crop."
"239",52,"Soil","Biological","Microbial Biomass","mono","52 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings County, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Wegner et al., 2015).  52 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 52Cover crops were broadcast. 52 Plots were 225 sq m. The addition of winter cover crops had no significant effects on enzyme activities in 2008, 2009, or 2010."
"240",52,"Soil","Chemical","Soil Carbon, 0-20 cm depth","mono","52 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings County, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Wegner et al., 2015).  52 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 52Cover crops were broadcast. 52 Plots were 225 sq m. In the maize phase of the crop rotation in this four year study, soil organic carbon was similar among plots with winter cover crop and winter fallow at 0-5 cm and 5-15cm soil depths. In soybean, there was also no effect of cover crops in three of the four years at both soil depths. In 2009, however, soil carbon concentrations decreased at the 0-5 cm soil depth, but this was dependent on residue management level."
"241",52,"Soil","Chemical","Soil Organic Matter","mono","52 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings County, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Wegner et al., 2015).  52 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 52Cover crops were broadcast. 52 Plots were 225 sq m. The addition of winter cover crops had no significant effects on soil organic matter in this four year study (means not reported)."
"242",52,"Soil","Physical","Soil Aggregates","mono","52 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings County, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Wegner et al., 2015).  52 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 52Cover crops were broadcast. 52 Plots were 225 sq m. The addition of winter cover crops had no significant effects on water aggregate stability in 2008, 2009, or 2010."
"243",52,"Soil","Physical","Soil Water Content","mono","52 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings County, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Wegner et al., 2015).  52 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 52Cover crops were broadcast. 52 Plots were 225 sq m. The addition of winter cover crops had no significant effects on soil water retention in this four year study (means not reported)."
"244",53,"Soil","Chemical","Soil Organic Matter","mono","53 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Osborne et al., 2014).  53 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 53Cover crops were broadcast. 53 Plots were 225 sq m. Cover crops significantly increased the amount of soil organic matter found in each aggregate size class measured (<0.42, 0.42-0.84, 0.84-2.0, 2.0-6.4, >19.2 mm) except 6.4-19.2 mm. 53 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Osborne et al., 2014).  53 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 53Cover crops were broadcast. 53 Plots were 225 sq m. Cover crops significantly increased the amount of fine particulate organic matter level from the top 50 mm of soil found in all aggregates (from < 0.42 to > 19.2 mm) compared to winter fallow. 53 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Osborne et al., 2014).  53 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 53Cover crops were broadcast. 53 Plots were 225 sq m. Cover crops significantly increased the amount of total particulate organic matter level from the top 50 mm of soil found in all aggregates (from < 0.42 to > 19.2 mm) compared to winter fallow."
"245",53,"Soil","Physical","Erosion","mono","53 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Osborne et al., 2014).  53 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 53Cover crops were broadcast. 53 Plots were 225 sq m. Cover crops reduced the erodible fraction from the top 50 mm of soil found in aggregates < 0.84 mm from 522 g/kg to 401 g/kg."
"246",53,"Soil","Physical","Soil Aggregates","mono","53 A split-plot randomized complete block design study with 3 replications was conducted at 1 site from 2008-2012 in Brookings, SD investigating the effects of residue removal and cover crops in a maize/soybean system (Osborne et al., 2014).  53 Plots received one of the following cover crop treatments: winter fallow (control), winter lentils (after soybean), slender wheatgrass (after maize) cv. Lentilla lens var. Morton & Agropyron caninum Beauv.. 53Cover crops were broadcast. 53 Plots were 225 sq m. Cover crops changed the fraction of soil aggregates in each size class measured (<0.42, 0.42-0.84, 0.84-2.0, 6.4-19.2, >19.2 mm) except 2.0-6.4 mm. Generally, there was a larger proportion of larger aggregates deeper in the soil profile with cover crops."
"247",54,"Soil","Chemical","Soil Carbon, 0-20 cm depth","mono","54 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2011-2016 in Butlerville, IN investigating the effects of cover crop in a maize/soybean system (Rorick & Kladivko, 2017).  54 Plots received one of the following cover crop treatments: winter fallow (control), winter rye @ 70 kg/ha. 54Cover crops were drilled. 54 Plots were 324 sq m. Soil organic carbon was measured three times during this five year study. There were no differences in the amount of soil organic carbon in the soil profile (0 to 60 cm depth) when winter rye was grown compared to winter fallow. Means were not reported."
"248",54,"Soil","Chemical","Soil Carbon, 20-60 cm depth","mono","54 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2011-2016 in Butlerville, IN investigating the effects of cover crop in a maize/soybean system (Rorick & Kladivko, 2017).  54 Plots received one of the following cover crop treatments: winter fallow (control), winter rye @ 70 kg/ha. 54Cover crops were drilled. 54 Plots were 324 sq m. Soil organic carbon was measured three times during this five year study. There were no differences in the amount of soil organic carbon in the soil profile (0 to 60 cm depth) when winter rye was grown compared to winter fallow. Means were not reported."
"249",54,"Soil","Physical","Soil Aggregates","mono","54 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2011-2016 in Butlerville, IN investigating the effects of cover crop in a maize/soybean system (Rorick & Kladivko, 2017).  54 Plots received one of the following cover crop treatments: winter fallow (control), winter rye @ 70 kg/ha. 54Cover crops were drilled. 54 Plots were 324 sq m. In 2011, the mean weight diameter of soil aggregates was similar at all soil depths 0-10, 10-20, 20-40 & 40-60 cm when winter rye cover crops were grown compared to winter fallow. Four years later (2015), the mean weight diameter of soil aggregates increased with winter rye cover crops compared to winter fallow at the 0-10 and 10-20 cm depths, but at the deeper depths there was no impact of cover crops."
"250",54,"Soil","Physical","Soil Bulk Density","mono","54 A split-plot randomized complete block design study with 4 replications was conducted at 1 site from 2011-2016 in Butlerville, IN investigating the effects of cover crop in a maize/soybean system (Rorick & Kladivko, 2017).  54 Plots received one of the following cover crop treatments: winter fallow (control), winter rye @ 70 kg/ha. 54Cover crops were drilled. 54 Plots were 324 sq m. Soil bulk density was measured three times during this five year study. There were no differences in soil bulk density in the soil profile (0 to 60 cm depth) when winter rye was grown compared to winter fallow. Means were not reported."
"251",55,"Crop Production","Crop Nitrogen Uptake","Grain (Maize)","mono","55 A split-split-plot randomized complete block design study with 3 replications was conducted at 1 site from 1991-1994 at Agricultural Research and Development Center at Mead, NE investigating the effects of tillage, cropping system, and nitrogen in a maize/soybean system (Kessavalou & Walters, 1997).  55 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Aroostook @ 62 kg seeds/ha.  55 Plots were 9.3025 sq m. There was no difference in maize grain nitrogen uptake when winter rye cover crops were grown compared to winter fallow in this three year field study."
"252",55,"Crop Production","Crop Nitrogen Uptake","Stalk/Stover (Maize)","mono","55 A split-split-plot randomized complete block design study with 3 replications was conducted at 1 site from 1991-1994 at Agricultural Research and Development Center at Mead, NE investigating the effects of tillage, cropping system, and nitrogen in a maize/soybean system (Kessavalou & Walters, 1997).  55 Plots received one of the following cover crop treatments: winter fallow (control), winter rye cv. Aroostook @ 62 kg seeds/ha.  55 Plots were 9.3025 sq m. There was no difference in maize stover nitrogen uptake when winter rye cover crops were grown compared to winter fallow in this three year field study."
