"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_trtspecifics","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_details","Trt2_name","Trt2_details","group_level1","group_level2","group_level3","nutrient_groups","Review"
625,143,"1994-3","2","maize grain yield","","","1","Mg/ha","LSM","mean","0",NA,NA,13.3,"2",NA,"",13.1,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
626,143,"1994-3","2","maize grain yield","","","1","Mg/ha","LSM","mean","1",NA,NA,13.2,"2",NA,"",13.1,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
627,143,"1994-3","2","maize grain yield","","","2","Mg/ha","LSM","mean","0",NA,NA,11.1,"1",NA,"",11.4,"0.05","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
628,143,"1994-3","2","maize grain yield","","","2","Mg/ha","LSM","mean","0",NA,NA,11.1,"2",NA,"",11.1,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
629,143,"1994-3","2","maize grain yield","","","2","Mg/ha","LSM","mean","1",NA,NA,11.4,"2",NA,"",11.1,"0.05","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
630,143,"1994-3","2","maize grain yield","","","3","Mg/ha","LSM","mean","0",NA,NA,13.9,"1",NA,"",13.9,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
631,143,"1994-3","2","maize grain yield","","","3","Mg/ha","LSM","mean","0",NA,NA,13.9,"2",NA,"",13.8,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
632,143,"1994-3","2","maize grain yield","","","3","Mg/ha","LSM","mean","1",NA,NA,13.9,"2",NA,"",13.8,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
633,143,"1994-3","3","maize grain yield","","","1","Mg/ha","LSM","mean","0",NA,NA,10.2,"1",NA,"",11.2,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
634,143,"1994-3","3","maize grain yield","","","1","Mg/ha","LSM","mean","0",NA,NA,10.2,"2",NA,"",9.9,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
635,143,"1994-3","3","maize grain yield","","","1","Mg/ha","LSM","mean","1",NA,NA,11.2,"2",NA,"",9.9,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
636,143,"1994-3","3","maize grain yield","","","2","Mg/ha","LSM","mean","0",NA,NA,10.5,"1",NA,"",10.5,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
637,143,"1994-3","3","maize grain yield","","","2","Mg/ha","LSM","mean","0",NA,NA,10.5,"2",NA,"",10.3,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
638,143,"1994-3","3","maize grain yield","","","2","Mg/ha","LSM","mean","1",NA,NA,10.5,"2",NA,"",10.3,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
639,143,"1994-3","3","maize grain yield","","","3","Mg/ha","LSM","mean","0",NA,NA,12.4,"1",NA,"",12.3,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
640,143,"1994-3","3","maize grain yield","","","3","Mg/ha","LSM","mean","0",NA,NA,12.4,"2",NA,"",12.4,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
641,143,"1994-3","3","maize grain yield","","","3","Mg/ha","LSM","mean","1",NA,NA,12.3,"2",NA,"",12.4,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
642,143,"1994-3","4","maize grain yield","","","1","Mg/ha","LSM","mean","0",NA,NA,7,"1",NA,"",7,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
643,143,"1994-3","4","maize grain yield","","","1","Mg/ha","LSM","mean","0",NA,NA,7,"2",NA,"",6.7,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
644,143,"1994-3","4","maize grain yield","","","1","Mg/ha","LSM","mean","1",NA,NA,7,"2",NA,"",6.7,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
645,143,"1994-3","4","maize grain yield","","","2","Mg/ha","LSM","mean","0",NA,NA,4.6,"1",NA,"",4.8,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
646,143,"1994-3","4","maize grain yield","","","2","Mg/ha","LSM","mean","0",NA,NA,4.6,"2",NA,"",4.5,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
647,143,"1994-3","4","maize grain yield","","","2","Mg/ha","LSM","mean","1",NA,NA,4.8,"2",NA,"",4.5,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
648,143,"1994-3","4","maize grain yield","","","3","Mg/ha","LSM","mean","0",NA,NA,9.1,"1",NA,"",9.1,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
649,143,"1994-3","4","maize grain yield","","","3","Mg/ha","LSM","mean","0",NA,NA,9.1,"2",NA,"",9,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
650,143,"1994-3","4","maize grain yield","","","3","Mg/ha","LSM","mean","1",NA,NA,9.1,"2",NA,"",9,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
651,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,5.2,"1",NA,"",4.8,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
652,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,5.2,"2",NA,"",4.8,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
653,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","1",NA,NA,4.8,"2",NA,"",4.8,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
654,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,4.5,"1",NA,"",4.4,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
655,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,4.5,"2",NA,"",4.1,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
656,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","1",NA,NA,4.4,"2",NA,"",4.1,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
657,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,2.8,"1",NA,"",2.9,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
658,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,2.8,"2",NA,"",2.5,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
659,143,"1994-3","1","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","1",NA,NA,2.9,"2",NA,"",2.5,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
660,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,5.2,"1",NA,"",5.3,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
661,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,5.2,"2",NA,"",4.6,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
662,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","1",NA,NA,5.3,"2",NA,"",4.6,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
663,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,11.7,"1",NA,"",10.5,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
664,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,11.7,"2",NA,"",9.8,"0.05","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
665,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","1",NA,NA,10.5,"2",NA,"",9.8,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
666,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,4.4,"1",NA,"",4.5,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
667,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,4.4,"2",NA,"",3.8,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
668,143,"1994-3","2","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","1",NA,NA,4.5,"2",NA,"",3.8,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
669,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,3.4,"1",NA,"",3.2,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
670,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","0",NA,NA,3.4,"2",NA,"",3.2,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
671,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","1","mg N/kg soil","LSM","mean","1",NA,NA,3.2,"2",NA,"",3.2,"ns","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
672,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,12.2,"1",NA,"",11.8,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
673,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","0",NA,NA,12.2,"2",NA,"",7.5,"0.05","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
674,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","2","mg N/kg soil","LSM","mean","1",NA,NA,11.8,"2",NA,"",7.5,",05","uniform_variable","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","reduced variable rate technology nitrogen application (15% less than variable rate treatment, approx. 120 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
675,143,"1994-3","3","soil residual nitrate","post harvest or early spring","0-90 cm","3","mg N/kg soil","LSM","mean","0",NA,NA,3.3,"1",NA,"",3.4,"ns","uniform_variable","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","uniform nitrogen application management (mean of 142 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","variable rate technology nitrogen application (mean of 141 kg N/ha over all sites and years)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Fertilizer Placement","Nutrient Management"
