uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn
WOS:000322846500002,Conservation Practices for Climate Change Adaptation,"ADVANCES IN AGRONOMY, VOL 121",NA,121,47-115,NA,2013,"Delgado, Jorge A. | Nearing, Mark A. | Rice, Charles W.",,10.1016/B978-0-12-407685-3.00002-5,NA,BGG60,0065-2113,978-0-12-407685-3
WOS:000208401300004,Application of Vegetation Indices for Agricultural Crop Yield Prediction Using Neural Network Techniques,REMOTE SENSING,3,2,673-696,MAR,2010,"Panda, Sudhanshu Sekhar | Ames, Daniel P. | Panigrahi, Suranjan",yield estimation | normalized difference vegetation index (NDVI) | green vegetation index (GVI) | soil adjusted vegetation index (SAVI) | perpendicular vegetation index (PVI) | back propagation neural network (BPNN) | data mining,10.3390/rs2030673,NA,V24HK,2072-4292,NA
WOS:000351204000015,Groundwater Quality and Nitrogen Use Efficiency in Nebraska's Central Platte River Valley,JOURNAL OF ENVIRONMENTAL QUALITY,2,44,449-459,MAR-APR,2015,"Ferguson, Richard B.",,10.2134/jeq2014.02.0085,NA,CD6MU,0047-2425,NA
WOS:000234054900008,Derivative analysis of AVIRIS data for crop stress detection,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,12,71,1417-1421,DEC,2005,"Estep, L | Carter, GA",,NA,NA,994TU,0099-1112,NA
WOS:000270475200007,Cover crop effects on nitrous oxide emission from a manure-treated Mollisol,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1-2,134,29-35,NOV,2009,"Jarecki, Marek K. | Parkin, Timothy B. | Chan, Alvarus S. K. | Kaspar, Thomas C. | Moorman, Thomas B. | Singer, Jeremy W. | Kerr, Brian J. | Hatfield, Jerry L. | Jones, Raymond",N2O emissions | Cover crop | Manure | N fertilization | Corn-soybean | NO3 leaching,10.1016/j.agee.2009.05.008,NA,502QN,0167-8809,NA
WOS:000349151900019,REDUCING NITROGEN EXPORT FROM THE CORN BELT TO THE GULF OF MEXICO: AGRICULTURAL STRATEGIES FOR REMEDIATING HYPOXIA,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,1,51,263-289,FEB,2015,"McLellan, Eileen | Robertson, Dale | Schilling, Keith | Tomer, Mark | Kostel, Jill | Smith, Doug | King, Kevin",watershed management | nutrients | best management practices (BMPs) | non-point source pollution | eutrophication | rivers | streams | wetlands,10.1111/jawr.12246,NA,CA8FF,1093-474X,NA
WOS:000290212000027,Categorical Analysis of Spatial Variability in Economic Yield Response of Corn to Nitrogen Fertilization,AGRONOMY JOURNAL,3,103,796-804,MAY-JUN,2011,"Kyveryga, P. M. | Blackmer, T. M. | Caragea, P. C.",,10.2134/agronj2010.0411,NA,759AN,0002-1962,NA
WOS:000374584400004,Long-Term Effects of Different Cropping Systems on Selected Enzyme Activities,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,6,47,720-730,NA,2016,"Chu, Bei | Zaid, Faraj | Eivazi, Frieda",Cellulase and -glucosaminidase | crop rotation | dehydrogenase | enzyme activities | fertilization | long-term soil management | peroxidase | phenol oxidase | tillage,10.1080/00103624.2016.1146749,NA,DK0EC,0010-3624,NA
WOS:000392140900055,Innovating Down on the Farm: Communication Networks that Facilitate Water Quality Practices,2016 IEEE INTERNATIONAL PROFESSIONAL COMMUNICATION CONFERENCE (IPCC),NA,NA,,NA,2016,"Tesdell, Lee S. | IEEE",Cover crops | industrial agriculture | nutrient sequestration | precision agriculture | row-crops | upper Midwest | watersheds,NA,NA,BG8AH,2158-091X,NA
WOS:000410019500012,Measuring and understanding agricultural producers' adoption of nutrient best management practices,JOURNAL OF SOIL AND WATER CONSERVATION,5,72,506-518,SEP-OCT,2017,"Ulrich-Schad, J. D. | Garcia de Jalon, S. | Babin, N. | Pape, A. | Prokopy, L. S.",best management practices | conservation | Indiana | measuring adoption | Midwest | nutrient management,10.2489/jswc.72.5.506,NA,FG3EL,0022-4561,NA
WOS:000177015800029,Water depletion depth of grain sorghum and sunflower in the central High Plains,AGRONOMY JOURNAL,4,94,936-943,JUL-AUG,2002,"Stone, LR | Goodrum, DE | Schlegel, AJ | Jaafar, MN | Khan, AH",,NA,NA,576QH,0002-1962,NA
WOS:000318438600004,Modeling atmospheric ammonia and ammonium using a stochastic Lagrangian air quality model (STILT-Chem v0.7),GEOSCIENTIFIC MODEL DEVELOPMENT,2,6,327-344,NA,2013,"Wen, D. | Lin, J. C. | Zhang, L. | Vet, R. | Moran, M. D.",,10.5194/gmd-6-327-2013,NA,137LY,1991-959X,NA
WOS:A1990ER67100020,"SOIL TYPE, PRECIPITATION, AND FERTILIZER N EFFECTS ON CORN YIELDS",JOURNAL OF PRODUCTION AGRICULTURE,4,3,522-527,OCT-DEC,1990,"OBERLE, SL | KEENEY, DR",,NA,NA,ER671,0890-8524,NA
WOS:000387555700027,"Strip-Intercropping of Rye-Vetch Mixtures Affects Biomass, Carbon/Nitrogen Ratio, and Spatial Distribution of Cover Crop Residue",AGRONOMY JOURNAL,6,108,2433-2443,NOV-DEC,2016,"Lowry, C. J. | Brainard, D. C.",,10.2134/agronj2016.04.0189,NA,EB7GV,0002-1962,NA
WOS:000396462000013,Nitrogen Use Efficiency and Yield Response of High Biomass Sorghum in the Lower Midwest,AGRONOMY JOURNAL,1,109,115-121,JAN-FEB,2017,"Maw, Michael J. W. | Houx, James H., III | Fritschi, Felix B.",,10.2134/agronj2016.01.0044,NA,EO1MG,0002-1962,NA
WOS:000362144000013,Leaf chlorophyll constraint on model simulated gross primary productivity in agricultural systems,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,NA,43,160-176,DEC,2015,"Houborg, Rasmus | McCabe, Matthew F. | Cescatti, Alessandro | Gitelson, Anatoly A.",Landsat | Leaf chlorophyll content | V-max | Leaf photosynthetic capacity | Community Land Model | Agriculture | Rubisco | Nitrogen,10.1016/j.jag.2015.03.016,NA,CS5UO,0303-2434,NA
WOS:000412589700001,Human amplified changes in precipitation-runoff patterns in large river basins of the Midwestern United States,HYDROLOGY AND EARTH SYSTEM SCIENCES,10,21,5065-5088,OCT 9,2017,"Kelly, Sara A. | Takbiri, Zeinab | Belmont, Patrick | Foufoula-Georgiou, Efi",,10.5194/hess-21-5065-2017,NA,FJ2WA,1027-5606,NA
WOS:000228820200003,Influence of soil moisture on near-infrared reflectance spectroscopic measurement of soil properties,SOIL SCIENCE,4,170,244-255,APR,2005,"Chang, GW | Laird, DA | Hurburgh, GR",NIRS | near-infrared reflectance spectroscopy | soil testing | precision farming | soil sensing | calibration transfer | moisture | organic carbon | total nitrogen | CEC,10.1097/01.ss.0000162289.40879.7b,NA,922EW,0038-075X,NA
WOS:000302049700013,ESTIMATION OF OPTIMAL BIOMASS REMOVAL RATE BASED ON TOLERABLE SOIL EROSION FOR SINGLE-PASS CROP GRAIN AND BIOMASS HARVESTING SYSTEM,TRANSACTIONS OF THE ASABE,1,55,107-115,JAN-FEB,2012,"Karkee, M. | McNaull, R. P. | Birrell, S. J. | Steward, B. L.",Biomass feedstock | Biomass harvesting | Corn stover | Rainfall erosion | Soil loss | Variable-rate removal,NA,NA,915TG,2151-0032,NA
WOS:000390038800012,Impacts of management practices on bioenergy feedstock yield and economic feasibility on Conservation Reserve Program grasslands,GLOBAL CHANGE BIOLOGY BIOENERGY,6,8,1178-1190,NOV,2016,"Anderson, Eric K. | Aberle, Ezra | Chen, Chengci | Egenolf, Josh | Harmoney, Keith | Kakani, Vijaya Gopal | Kallenbach, Robert | Khanna, Madhu | Wang, Weiwei | Lee, DoKyoung",biomass | breakeven price | cool-season mixture | harvest management | nitrogen management | opportunity cost | perennial grasses | warm-season mixture,10.1111/gcbb.12328,NA,EF0TL,1757-1693,NA
WOS:000392929300022,"EFFECTS OF PLANTING DATE AND DENSITY ON PLANT GROWTH, YIELD, EVAPOTRANSPIRATION, AND WATER PRODUCTIVITY OF SUBSURFACE DRIP-IRRIGATED AND RAINFED MAIZE",Transactions of the ASABE,5,59,1235-1256,NA,2016,"Irmak, S. | Djaman, K.",Evapotranspiration | Maize | Planting population | Subsurface drip irrigation | Water use efficiency | Yield production functions,10.13031/trans.59.11169,NA,EJ0VP,2151-0032,NA
WOS:000302397700007,"Juice, sugar, and bagasse response of sweet sorghum (Sorghum bicolor (L.) Moench cv. M81E) to N fertilization and soil type",GLOBAL CHANGE BIOLOGY BIOENERGY,3,4,302-310,MAY,2012,"Holou, Roland A. Y. | Stevens, Gene",bagasse | biofuel | Brix | juice | nitrogen | soil management | sugar | sweet sorghum,10.1111/j.1757-1707.2011.01126.x,NA,920IN,1757-1693,NA
WOS:000180152000017,Procedure to use a crop model to identify water-stressed areas in soybean fields using on-farm data,APPLIED ENGINEERING IN AGRICULTURE,5,18,643-646,SEP,2002,"Paz, JO | Batchelor, WD | Bullock, DG",crop model | on-farm management tool | water stress | yield-limiting factor,NA,NA,631DK,0883-8542,NA
WOS:000351640800009,"Ridge Tillage Concentrates Potentially Mineralizable Soil Nitrogen, Facilitating Maize Nitrogen Uptake",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,1,79,81-88,JAN-FEB,2015,"Kane, Daniel A. | Snapp, Sieglinde S. | Davis, Adam S.",,NA,NA,CE2JB,0361-5995,NA
WOS:000381782500014,"Agriculture in the Mississippi River Basin: Effects on Water Quality, Aquatic Biota, and Watershed Conservation","FISHERY RESOURCES, ENVIRONMENT, AND CONSERVATION IN THE MISSISSIPPI AND YANGTZE (CHANGJIANG) RIVER BASINS",NA,84,293-309,NA,2016,"Chen, Yushun | Daniels, Mike | Reba, Michele | Bouldin, Jennifer | Henry, Chris | Daniel, Pearl | Shrestha, Sagar | Farrelly, Jack | Frame, Dennis | Busch, Dennis | Radatz, Amber | Cooley, Eric | Haggard, Beatrix | Hendrix, James | Miller, Donnie",,NA,NA,BF4YX,0892-2284,978-1-934874-44-8
WOS:A1992HZ22900025,FERTILIZER MANAGEMENT EFFECT ON RECOVERY OF LABELED NITROGEN BY CONTINUOUS NO-TILL,AGRONOMY JOURNAL,3,84,490-496,MAY-JUN,1992,"TIMMONS, DR | BAKER, JL",,NA,NA,HZ229,0002-1962,NA
WOS:000319109800130,"Energy Potential of Biomass from Conservation Grasslands in Minnesota, USA",PLOS ONE,4,8,,APR 5,2013,"Jungers, Jacob M. | Fargione, Joseph E. | Sheaffer, Craig C. | Wyse, Donald L. | Lehman, Clarence",,10.1371/journal.pone.0061209,NA,146RZ,1932-6203,NA
WOS:000323661700015,Field-Level Financial Assessment of Contour Prairie Strips for Enhancement of Environmental Quality,ENVIRONMENTAL MANAGEMENT,3,52,736-747,SEP,2013,"Tyndall, John C. | Schulte, Lisa A. | Liebman, Matthew | Helmers, Matthew",Agricultural Best Management Practices | Contour prairie strips | Financial analysis-perennial conservation practice | US Corn Belt | Water quality,10.1007/s00267-013-0106-9,NA,208FD,0364-152X,NA
WOS:000413277100009,COMPARISON OF FIELD AND LABORATORY VNIR SPECTROSCOPY FOR PROFILE SOIL PROPERTY ESTIMATION,TRANSACTIONS OF THE ASABE,5,60,1503-1510,NA,2017,"Cho, Y. | Sheridan, A. H. | Sudduth, K. A. | Veum, K. S.",In-situ sensing | Precision agriculture | Reflectance spectra | Soil properties | Soil spectroscopy,10.13031/trans.12299,NA,FK1XO,2151-0032,NA
WOS:000284787300022,Unique Dairy Applications of Eastern Gamagrass Forages in Central Wisconsin: I. Yield Potential,AGRONOMY JOURNAL,6,102,1710-1719,NOV-DEC,2010,"Coblentz, Wayne K. | Jokela, William E. | Hoffman, Patrick C. | Bertram, Michael G.",,10.2134/agronj2010.0259,NA,687OH,0002-1962,NA
WOS:000231550600004,Nitrogen and phosphorus availability from liquid dairy manure to potatoes,AMERICAN JOURNAL OF POTATO RESEARCH,4,82,287-297,JUL-AUG,2005,"Curless, MA | Kelling, KA | Speth, PE",Solanum tuberosum | fertilizer equivalence,NA,NA,959WS,1099-209X,NA
WOS:000394725200018,"Effects of Tillage Practices and Land Use Management on Soil Aggregates and Soil Organic Carbon in the North Appalachian Region, USA",PEDOSPHERE,1,27,172-176,FEB,2017,"Nath, Arun Jyoti | Lal, Rattan",aggregate stability | macroaggregates | microaggregates | no-till | water-stable aggregation,10.1016/S1002-0160(17)60301-1,NA,EL6IK,1002-0160,NA
WOS:000238702000037,Best management practices and drought combine to silence the Illinois chorus frog in Arkansas,WILDLIFE SOCIETY BULLETIN,2,34,514-518,JUN,2006,"Trauth, JB | Trauth, SE | Johnson, RL",agriculture | chorus frogs | declining populations | drought | endangered species | precision land-leveling | Pseudacris streckeri illinoensis | wetlands,NA,NA,058ZB,0091-7648,NA
WOS:000417530700004,Nitrogen rate strategies for reducing yield-scaled nitrous oxide emissions in maize,ENVIRONMENTAL RESEARCH LETTERS,12,12,,DEC,2017,"Zhao, Xu | Nafziger, Emerson D. | Pittelkow, Cameron M.",maize yield | economic optimum N rate | N2O mitigation | N recovery efficiency | N surplus | yield-scaled N2O emissions,10.1088/1748-9326/aa9007,NA,FP3PS,1748-9326,NA
WOS:000365364900032,Site-specific distribution and competitive ability of indigenous bean-nodulating rhizobia isolated from organic fields in Minnesota,JOURNAL OF BIOTECHNOLOGY,NA,214,158-168,NOV 20,2015,"Wongphatcharachai, Manoosak | Wang, Ping | Staley, Christopher | Chun, Chan Lan | Ferguson, John A. | Moncada, Kristine M. | Sheaffer, Craig C. | Sadowsky, Michael J.",Rhizobia | Dry beans | Organic farms | Genetic diversity | N-2-Fixation efficiency | Phaseolus vulgaris,10.1016/j.jbiotec.2015.09.009,NA,CX0CQ,0168-1656,NA
WOS:000288641800037,"Performance of lactating dairy cows fed corn as whole plant silage and grain produced from genetically modified corn containing event DAS-59122-7 compared with a nontransgenic, near-isogenic control",JOURNAL OF DAIRY SCIENCE,4,94,1961-1966,APR,2011,"Brouk, M. J. | Cvetkovic, B. | Rice, D. W. | Smith, B. L. | Hinds, M. A. | Owens, F. N. | Iiams, C. | Sauber, T. E.",corn rootworm protection | corn hybrid | dairy cow,10.3168/jds.2010-3477,NA,738LR,0022-0302,NA
WOS:000294810500023,Estimating Soil Organic Carbon in Central Iowa Using Aerial Imagery and Soil Surveys,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,5,75,1821-1828,SEP,2011,"Gelder, B. K. | Anex, R. P. | Kaspar, T. C. | Sauer, T. J. | Karlen, D. L.",,10.2136/sssaj2010.0260,NA,819FJ,0361-5995,NA
WOS:000082187100004,Economic and environmental evaluation of alternative pollution-reducing nitrogen management practices in central Illinois,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1-2,75,41-53,JUL,1999,"Rejesus, RM | Hornbaker, RH",nitrate pollution | site-specific management | precision farming | nitrogen management practices,NA,NA,229HH,0167-8809,NA
WOS:000296571300014,Broadcast Urea Reduces N2O but Increases NO Emissions Compared with Conventional and Shallow-Applied Anhydrous Ammonia in a Coarse-Textured Soil,JOURNAL OF ENVIRONMENTAL QUALITY,6,40,1806-1815,NOV,2011,"Fujinuma, Ryosuke | Venterea, Rodney T. | Rosen, Carl",,10.2134/jeq2011.0240,NA,842DU,0047-2425,NA
WOS:000345058800008,IMPLEMENTATION OF A SOIL WATER EXTRACTION MODEL ON A SPATIAL DOMAIN USING FIELD CAPACITY AND APPARENT ELECTRICAL CONDUCTIVITY RELATIONSHIPS,TRANSACTIONS OF THE ASABE,5,57,1359-1373,SEP-OCT,2014,"Rudnick, D. R. | Irmak, S.",Apparent electrical conductivity | Field capacity | Irrigation management | Maize | Permanent wilting point | Soil hydraulic properties | Soil water extraction,NA,NA,AT6ON,2151-0032,NA
WOS:000267532700006,"Modeling responses of dryland spring triticale, proso millet and foxtail millet to initial soil water in the High Plains",FIELD CROPS RESEARCH,1,113,48-63,JUL 10,2009,"Saseendran, S. A. | Nielsen, D. C. | Lyon, D. J. | Ma, L. | Felter, D. G. | Baltensperger, D. D. | Hoogenboom, G. | Ahuja, L. R.",Biomass | Crop simulation | DSSAT | Leaf area | Millet | Modeling | RZWQM | Soil water | Triticale | Yield,10.1016/j.fcr.2009.04.008,NA,464UH,0378-4290,NA
WOS:000401879600012,Effect of regulated deficit irrigation scheduling on water use of corn in southern Taiwan tropical environment,AGRICULTURAL WATER MANAGEMENT,NA,188,115-125,JUL 1,2017,"Greaves, Geneille E. | Wang, Yu-Min",Corn | Deficit irrigation | Water use efficiency | Leaf area index | Irrigation management,10.1016/j.agwat.2017.04.008,NA,EV6KZ,0378-3774,NA
WOS:000415969900002,Competition between introduced Bradyrhizobium japonicum strains and indigenous bradyrhizobia in Minnesota organic farming systems,SYMBIOSIS,3,73,155-163,NOV,2017,"Abou-Shanab, Reda A. I. | Wongphatcharachai, Manoosak | Sheaffer, Craig C. | Orf, James C. | Sadowsky, Michael J.",Bradyrhizobium japonicum strains | Nitrogen fixation | Organic farming | Nodule occupancy | Soybean,10.1007/s13199-017-0505-4,NA,FN4IW,0334-5114,NA
WOS:000326357300027,IMPACT OF DEFICIT IRRIGATION ON SORGHUM PHYSICAL AND CHEMICAL PROPERTIES AND ETHANOL YIELD,TRANSACTIONS OF THE ASABE,4,56,1541-1549,JUL-AUG,2013,"Liu, L. | Maier, A. | Klocke, N. | Yan, S. | Rogers, D. | Tesso, T. | Wang, D.",Composition | Ethanol yield | Irrigation | Physical properties | Sorghum,NA,NA,243ZQ,2151-0032,NA
WOS:A1995RM56700004,DESIGN AND PLACEMENT OF A MULTISPECIES RIPARIAN BUFFER STRIP SYSTEM,AGROFORESTRY SYSTEMS,3,29,201-226,NA,1995,"SCHULTZ, RC | COLLETTI, JP | ISENHART, TM | SIMPKINS, WW | MIZE, CW | THOMPSON, ML",FILTER STRIP | NPS POLLUTION | CONSTRUCTED WETLAND | SOIL BIOENGINEERING | BEST MANAGEMENT PRACTICE,NA,NA,RM567,0167-4366,NA
WOS:000236554000013,Economic analysis of wetland restoration along the Illinois River,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,1,42,125-131,FEB,2006,"Prato, T | Hey, D",economics | agriculture | water quality | restoration | wetlands,NA,NA,029HW,1093-474X,NA
WOS:000407846100005,Reduced Snow Cover Increases Wintertime Nitrous Oxide (N2O) Emissions from an Agricultural Soil in the Upper US Midwest,ECOSYSTEMS,5,20,917-927,AUG,2017,"Ruan, Leilei | Robertson, G. Philip",nitrous oxide (N2O) | snow cover | freeze-thaw cycles | soil nitrogen | soil aggregates | automated chambers | greenhouse gases | climate change,10.1007/s10021-016-0077-9,NA,FD9MI,1432-9840,NA
WOS:000246297200009,Utilization of existing technology to evaluate spring wheat growth and nitrogen nutrition in South Dakota,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,7-8,38,949-958,NA,2007,"Osborne, Shannon L.",near infrared | nitrogen | precision agriculture | spring wheat,10.1080/00103620701277916,NA,165IF,0010-3624,NA
WOS:000259121200007,Determining optimum planting dates for pearl millet for two contrasting environments using a modelling approach,JOURNAL OF AGRICULTURAL SCIENCE,NA,146,445-459,AUG,2008,"Soler, C. M. T. | Maman, N. | Zhang, X. | Mason, S. C. | Hoogenboom, G.",,10.1017/S0021859607007617,NA,347DQ,0021-8596,NA
WOS:000297230500012,Multiple corn stover removal rates for cellulosic biofuels and long-term water quality impacts,JOURNAL OF SOIL AND WATER CONSERVATION,6,66,431-444,NOV-DEC,2011,"Thomas, M. A. | Engel, B. A. | Chaubey, I.",biofuel | cellulosic ethanol | corn stover | soil erosion | tillage | water quality,10.2489/jswc.66.6.431,NA,850WO,0022-4561,NA
WOS:000081724600025,Corn production as affected by time and rate of manure application and nitrapyrin,JOURNAL OF PRODUCTION AGRICULTURE,2,12,317-323,APR-JUN,1999,"Randall, GW | Schmitt, MA | Schmidt, JP",,NA,NA,221JU,0890-8524,NA
WOS:000313730000006,Use of a virtual-reference concept to interpret active crop canopy sensor data,PRECISION AGRICULTURE,1,14,71-85,FEB,2013,"Holland, Kyle H. | Schepers, James S.",Real-time sensors | Algorithm | Sufficiency index | Nitrogen | Vegetation index,10.1007/s11119-012-9301-6,NA,073FX,1385-2256,NA
WOS:000401006100009,Irrigation Effects on Land-Atmosphere Coupling Strength in the United States,JOURNAL OF CLIMATE,10,30,3671-3685,MAY,2017,"Lu, Yaqiong | Harding, Keith | Kueppers, Lara",,10.1175/JCLI-D-15-0706.1,NA,EU4NJ,0894-8755,NA
WOS:000335896600010,SPATIAL AND TEMPORAL MAIZE SOIL WATER EXTRACTION (DEPLETION) DYNAMICS: PART II. IMPACT OF WATER AND NITROGEN MANAGEMENT STRATEGIES ON SOIL WATER EXTRACTION,TRANSACTIONS OF THE ASABE,2,57,445-462,NA,2014,"Rudnick, D. R. | Irmak, S.",Crop water uptake | Growing degree days | Irrigation | Limited irrigation | Maize | Nitrogen | Soil water extraction,NA,NA,AH1QS,2151-0032,NA
WOS:000320855100002,Nitrogen Input Effects on Herbage Accumulation and Presence of Pasture Plant Species,AGRONOMY JOURNAL,4,105,915-921,JUL-AUG,2013,"Guretzky, John A. | Schacht, Walter | Snell, Laura | Soper, Jonathan | Moore, Stephanie | Watson, Andrea | Klopfenstein, Terry",,10.2134/agronj2012.0458,NA,170MH,0002-1962,NA
WOS:000187406400006,"Surface compaction and poultry litter effects on corn growth, nitrogen availability, and physical properties of a claypan soil",FIELD CROPS RESEARCH,3,84,303-318,DEC,2003,"Motavalli, PP | Anderson, SH | Pengthamkeerati, P",bulk density | claypan | N recovery efficiency | penetrometer resistance | pore size distribution | residual effects,10.1016/S0378-4290(03)00098-4,NA,755MJ,0378-4290,NA
WOS:000353637200005,Agricultural Conservation Planning Framework: 1. Developing Multipractice Watershed Planning Scenarios and Assessing Nutrient Reduction Potential,JOURNAL OF ENVIRONMENTAL QUALITY,3,44,754-767,MAY-JUN,2015,"Tomer, M. D. | Porter, S. A. | Boomer, K. M. B. | James, D. E. | Kostel, J. A. | Helmers, M. J. | Isenhart, T. M. | McLellan, E.",,10.2134/jeq2014.09.0386,NA,CG9LP,0047-2425,NA
WOS:000406743700029,An Integrated Landscape Management Approach to Sustainable Bioenergy Production,BIOENERGY RESEARCH,3,10,929-948,SEP,2017,"Nair, Shyam K. | Hartley, Damon S. | Gardner, Tessica A. | McNunn, Gabe | Searcy, Erin M.",Landscape Environmental Assessment Framework | LEAF | Biomass | Energy crops | Switchgrass | Miscanthus | Feedstock | Herbaceous biomass | Logistics cost | Bioenergy,10.1007/s12155-017-9854-3,NA,FC3MP,1939-1234,NA
WOS:000387528200002,Nitrapyrin in Streams: The First Study Documenting Off-Field Transport of a Nitrogen Stabilizer Compound,ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS,11,3,387-392,NOV,2016,"Woodward, Emily E. | Hladik, Michelle L. | Kolpin, Dana W.",,10.1021/acs.estlett.6b00348,NA,EB6XF,2328-8930,NA
WOS:000277742200003,"Long-term impacts of high-input annual cropping and unfertilized perennial grass production on soil properties and belowground food webs in Kansas, USA",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1-2,137,13-24,APR 15,2010,"Culman, S. W. | DuPont, S. T. | Glover, J. D. | Buckley, D. H. | Fick, G. W. | Ferris, H. | Crews, T. E.",Soil food webs | Perennial grasslands | Tallgrass prairie | Nematodes | T-RFLP | nifH,10.1016/j.agee.2009.11.008,NA,597FP,0167-8809,NA
WOS:000260683500009,"A 20-year Landsat water clarity census of Minnesota's 10,000 lakes",REMOTE SENSING OF ENVIRONMENT,11,112,4086-4097,NOV 15,2008,"Olmanson, Leif G. | Bauer, Marvin E. | Brezonik, Patrick L.",Water clarity | Remote sensing | Landsat | Secchi depth transparency | Minnesota | Ecoregion | Water clarity trends | Trophic-state index | Regional | Water quality,10.1016/j.rse.2007.12.013,NA,369GV,0034-4257,NA
WOS:000260330200005,"Long-term productivity and environmental effects of arable farming as affected by crop rotation, soil tillage intensity and strategy of pesticide use: A case-study of two long-term field experiments in Germany and Denmark",EUROPEAN JOURNAL OF AGRONOMY,4,29,191-199,NOV,2008,"Deike, S. | Pallutt, B. | Melander, B. | Strassemeyer, J. | Christen, O.",integrated farming | Pesticide | Nitrogen balance | Energy balance | Humus replacement | Tillage,10.1016/j.eja.2008.06.001,NA,364IU,1161-0301,NA
WOS:000340983000016,"Biochemical acclimation, stomatal limitation and precipitation patterns underlie decreases in photosynthetic stimulation of soybean (Glycine max) at elevated [CO2] and temperatures under fully open air field conditions",PLANT SCIENCE,NA,226,136-146,SEP,2014,"Rosenthal, David M. | Ruiz-Vera, Ursula M. | Siebers, Matthew H. | Gray, Sharon B. | Bernacchi, Carl J. | Ort, Donald R.","Carboxylation | RuBP regeneration | Stomatal limitation | Photosynthetic nitrogen use efficiency | V-c,V-max | J(max)",10.1016/j.plantsci.2014.06.013,NA,AO0EX,0168-9452,NA
WOS:000262211900020,Relationship of the Illinois soil nitrogen test to spring wheat yield and response to fertilizer nitrogen,CANADIAN JOURNAL OF SOIL SCIENCE,5,88,837-848,NOV,2008,"Steckler, S. J. | Pennock, D. J. | Walley, F. L.",Illinois soil nitrogen test | potentially available N | soil N | fertilizer N recommendations,NA,NA,391CX,0008-4271,NA
WOS:000302765500003,Development and application of a distributed modeling approach to assess the watershed-scale impact of drainage water management,AGRICULTURAL WATER MANAGEMENT,NA,107,23-33,MAY,2012,"Ale, S. | Bowling, L. C. | Owens, P. R. | Brouder, S. M. | Frankenberger, J. R.",Controlled drainage | DRAINMOD | Nitrate load | Hydrologic modeling | Soil parent material | Tile drains,10.1016/j.agwat.2012.01.003,NA,925MO,0378-3774,NA
WOS:000423266400018,ANALYSIS OF PARAMETER SENSITIVITY AND IDENTIFIABILITY OF ROOT ZONE WATER QUALITY MODEL (RZWQM) FOR DRYLAND SUGARBEET MODELING,TRANSACTIONS OF THE ASABE,6,60,1995-2010,NA,2017,"Anar, M. J. | Lin, Z. | Ma, L. | Bartling, P. N. S. | Teboh, J. M. | Ostlie, M.",Biofuels | CERES | DSSAT | RZWQM | Sugarbeet,10.13031/trans.12313,NA,FT6LU,2151-0032,NA
WOS:000071022300011,Teaching old dogs survival tricks: A case study in promoting integrated crop management,JOURNAL OF PRODUCTION AGRICULTURE,4,10,596-602,OCT-DEC,1997,"Petrzelka, P | Padgitt, S | Connelly, K",,NA,NA,YM044,0890-8524,NA
WOS:000089526200158,The growth and development of precision agriculture service providers,"PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON PRECISION AGRICULTURE, PTS A AND B",NA,NA,1757-1765,NA,1999,"Casady, WW | Massey, RE",,NA,NA,BQ79A,NA,0-89118-140-7
WOS:000187078500013,Remote sensing applications for precision agriculture: A learning community approach,REMOTE SENSING OF ENVIRONMENT,1-2,88,157-169,NOV 30,2003,"Seelan, SK | Laguette, S | Casady, GM | Seielstad, GA",precision agriculture | remote sensing | near real time data delivery | training | applications | learning community | technology adoption,10.1016/j.rse.2003.04.007,NA,751QM,0034-4257,NA
WOS:000264998100007,Competition for N-15 labeled nitrogen in a loblolly pine-cotton alley cropping system in the southeastern United States,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1-2,131,40-50,MAY,2009,"Zamora, Diomides S. | Jose, Shibu | Napolitano, Kara",Fertilizer-use efficiency | Tree-crop interaction | N-15 recovery | Safety-net hypothesis | Temperate alley cropping,10.1016/j.agee.2008.08.012,NA,430OJ,0167-8809,NA
WOS:000408179900008,Impact of irrigation and nitrogen fertilizer rate on soil water trends and maize evapotranspiration during the vegetative and reproductive periods,AGRICULTURAL WATER MANAGEMENT,NA,191,77-84,SEP,2017,"Rudnick, D. R. | Irmak, S. | Djaman, K. | Sharma, V.",Crop water use | Grain yield | Growth stage | Limited irrigation | Nutrient deficiency | Soil water,10.1016/j.agwat.2017.06.007,NA,FE4JJ,0378-3774,NA
