uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
WOS:000471710200002,Quantifying Pesticide Exposure Risk for Monarch Caterpillars on Milkweeds Bordering Agricultural Land,FRONTIERS IN ECOLOGY AND EVOLUTION,NA,7,,JUN 14,2019,"Olaya-Arenas, Paola | Kaplan, Ian",milkweeds | agriculture | pesticides | monarchs | landscape,10.3389/fevo.2019.00223,NA,ID5IP,2296-701X,NA,quantifying pesticide exposure risk for monarch caterpillars on milkweeds bordering agricultural land
WOS:000432761300021,"Flights of Noctuidae and Crambidae of economic importance in Southeast Missouri-2015, 2016",CROP PROTECTION,NA,110,141-145,AUG,2018,"Jones, Moneen M. | Duckworth, Jessica L.",Fall armyworm | Southwestern corn borer | Bollworm | Corn earworm | Black cutworm,10.1016/j.cropro.2017.12.021,NA,GG5UN,0261-2194,NA,"flights of noctuidae and crambidae of economic importance in southeast missouri-2015, 2016"
WOS:000486120900001,Field efficacy of soil insecticides on pyrethroid-resistant western corn rootworms (Diabrotica virgifera virgifera LeConte),PEST MANAGEMENT SCIENCE,NA,NA,,SEP 10,2019,"Souza, Dariane | Peterson, Julie A. | Wright, Robert J. | Meinke, Lance J.",Diabrotica virgifera virgifera | western corn rootworm | insecticide resistance | pyrethroid resistance | soil insecticides | resistance management,10.1002/ps.5586,NA,IY0ZH,1526-498X,NA,field efficacy of soil insecticides on pyrethroid-resistant western corn rootworms (diabrotica virgifera virgifera leconte)
WOS:000446342400007,Widespread detections of neonicotinoid contaminants in central Wisconsin groundwater,PLOS ONE,10,13,,OCT 3,2018,"Bradford, Benjamin Z. | Huseth, Anders S. | Groves, Russell L.",,10.1371/journal.pone.0201753,NA,GV7VQ,1932-6203,NA,widespread detections of neonicotinoid contaminants in central wisconsin groundwater
WOS:000455076600048,Linking the Agricultural Landscape of the Midwest to Stream Health with Structural Equation Modeling,ENVIRONMENTAL SCIENCE & TECHNOLOGY,1,53,452-462,JAN 1,2019,"Schmidt, Travis S. | Van Metre, Peter C. | Carlisle, Daren M.",,10.1021/acs.est.8b04381,NA,HG6FO,0013-936X,NA,linking the agricultural landscape of the midwest to stream health with structural equation modeling
WOS:000433580400004,"Pesticides, Including Neonicotinoids, in Drained Wetlands of Iowa's Prairie Pothole Region",WETLANDS,2,38,221-232,APR,2018,"Evelsizer, Vince | Skopec, Mary",Agriculture | Prairie Pothole Region | Wetland | Pesticide | Neonicotinoid | Triazine | Chloroacetanilide | Iowa,10.1007/s13157-016-0796-x,NA,GH6UU,0277-5212,NA,"pesticides, including neonicotinoids, in drained wetlands of iowa's prairie pothole region"
WOS:000471888900024,Multi-scale availability of neonicotinoid-treated seed for wildlife in an agricultural landscape during spring planting,SCIENCE OF THE TOTAL ENVIRONMENT,NA,682,271-281,SEP 10,2019,"Roy, Charlotte L. | Coy, Pamela L. | Chen, Da | Ponder, Julia | Jankowski, Mark",Agriculture | Birds | Mammals | Midwestern United States | Pesticide | Treated seeds,10.1016/j.scitotenv.2019.05.010,NA,ID7US,0048-9697,NA,multi-scale availability of neonicotinoid-treated seed for wildlife in an agricultural landscape during spring planting
WOS:000466512100009,Distribution and Concentration of Neonicotinoid Insecticides on Waterfowl Production Areas in West Central Minnesota,WETLANDS,2,39,311-319,APR,2019,"Williams, Nate | Sweetman, Jon",Prairie pothole region | Neonicotinoids | Pesticides | Water quality,10.1007/s13157-018-1090-x,NA,HW2KF,0277-5212,NA,distribution and concentration of neonicotinoid insecticides on waterfowl production areas in west central minnesota
WOS:000438231600033,Reduced Insecticide Susceptibility in Aedes vexans (Diptera: Culicidae) Where Agricultural Pest Management Overlaps With Mosquito Abatement,JOURNAL OF MEDICAL ENTOMOLOGY,3,55,747-751,MAY,2018,"Dunbar, Mike W. | Bachmann, Amanda | Varenhorst, Adam J.",Medical Entomology | insecticide resistance | mosquito control | resistance management,10.1093/jme/tjx245,NA,GM5ZI,0022-2585,NA,reduced insecticide susceptibility in aedes vexans (diptera: culicidae) where agricultural pest management overlaps with mosquito abatement
WOS:000468823000001,"Grape Phylloxera (Hemiptera: Phylloxeridae), on Cold-Hardy Hybrid Wine Grapes (Vitis spp.): A Review of Pest Biology, Damage, and Management Practices",JOURNAL OF INTEGRATED PEST MANAGEMENT,1,10,,MAY 16,2019,"Yin, Lu | Clark, Matthew D. | Burkness, Eric C. | Hutchison, William D.",Phylloxeridae | gall-inducing insect | biology | chemical control | IPM-agricultural,10.1093/jipm/pmz011,NA,HZ4MU,NA,NA,"grape phylloxera (hemiptera: phylloxeridae), on cold-hardy hybrid wine grapes (vitis spp.): a review of pest biology, damage, and management practices"
WOS:000428100200107,"Year-round presence of neonicotinoid insecticides in tributaries to the Great Lakes, USA",ENVIRONMENTAL POLLUTION,NA,235,1022-1029,APR,2018,"Hladik, Michelle L. | Corsi, Steven R. | Kolpin, Dana W. | Baldwin, Austin K. | Blackwell, Brett R. | Cavallin, Jenna E.",Neonicotinoids | Clothianidin | lmidacloprid | Thiamethoxam | Surface water,10.1016/j.envpol.2018.01.013,NA,GA1TL,0269-7491,NA,"year-round presence of neonicotinoid insecticides in tributaries to the great lakes, usa"
WOS:000426158000010,Modeling the effects of thiamethoxam on Midwestern farm ponds and emergent wetlands,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,3,37,738-754,MAR,2018,"Bartell, Steven M. | Nair, Shyam K. | Grant, Shanique | Brain, Richard A.",Thiamethoxam | Comprehensive aquatic system model | Aquatic invertebrate | Ecological risk assessment | Pesticide | Toxic effect,10.1002/etc.4010,NA,FX5YH,0730-7268,NA,modeling the effects of thiamethoxam on midwestern farm ponds and emergent wetlands
WOS:000428007800010,Predicting spatial patterns of within-field crop yield variability,FIELD CROPS RESEARCH,NA,219,106-112,APR 15,2018,"Maestrini, Bernardo | Basso, Bruno",Yield map | NDVI | Aerial images | Plant surface temperature | Management zones | Precision agriculture,10.1016/j.fcr.2018.01.028,NA,GA0MM,0378-4290,NA,predicting spatial patterns of within-field crop yield variability
WOS:000483411700015,Contrasting effects of inhibitors and biostimulants on agronomic performance and reactive nitrogen losses during irrigated potato production,FIELD CROPS RESEARCH,NA,240,143-153,JUL 1,2019,"Souza, Emerson F. C. | Rosen, Carl J. | Venterea, Rodney T.",Nitrogen-fixing bacteria | Chitin | Nitrous oxide | Nitrate leaching | Nitrification and urease inhibitors,10.1016/j.fcr.2019.05.001,NA,IU2LK,0378-4290,NA,contrasting effects of inhibitors and biostimulants on agronomic performance and reactive nitrogen losses during irrigated potato production
WOS:000417009500015,"Modelling stover and grain yields, and subsurface artificial drainage from long-term corn rotations using APSIM",AGRICULTURAL WATER MANAGEMENT,NA,195,154-171,JAN 1,2018,"Ojeda, Jonathan J. | Volenec, Jeffrey J. | Brouder, Sylvie M. | Caviglia, Octavio P. | Agnusdei, Monica G.",Maize | Corn-based cropping systems | Water flow | Model validation | Indiana,10.1016/j.agwat.2017.10.010,NA,FO6WJ,0378-3774,NA,"modelling stover and grain yields, and subsurface artificial drainage from long-term corn rotations using apsim"
WOS:000454881500016,"Soil Organic Carbon, Aggregation, and Microbial Community Structure in Annual and Perennial Biofuel Crops",AGRONOMY JOURNAL,1,111,128-142,JAN-FEB,2019,"McGowan, Andrew R. | Nicoloso, Rodrigo S. | Diop, Habib E. | Roozeboom, Kraig L. | Rice, Charles W.",,10.2134/agronj2018.04.0284,NA,HG3NN,0002-1962,NA,"soil organic carbon, aggregation, and microbial community structure in annual and perennial biofuel crops"
WOS:000471088000015,A systems-level yield gap assessment of maize-soybean rotation under high- and low-management inputs in the Western US Corn Belt using APSIM,AGRICULTURAL SYSTEMS,NA,174,145-154,AUG,2019,"Balboa, G. R. | Archontoulis, S. V. | Salvagiotti, F. | Garcia, F. O. | Stewart, W. M. | Francisco, E. | Vara Prasad, P. V. | Ciampitti, I. A.",Soybean | Maize | Yield gap | Modeling | Rotation | APSIM,10.1016/j.agsy.2019.04.008,NA,IC6NE,0308-521X,NA,a systems-level yield gap assessment of maize-soybean rotation under high- and low-management inputs in the western us corn belt using apsim
WOS:000434639600005,"Where can switchgrass production be more profitable than corn and soybean? An integrated subfield assessment in Iowa, USA",GLOBAL CHANGE BIOLOGY BIOENERGY,7,10,473-488,JUL,2018,"Brandes, Elke | Plastina, Alejandro | Heaton, Emily A.",bioenergy | biofuel | cellulosic | landscape | net present value | partial budgets | perennial | precision agriculture,10.1111/gcbb.12516,NA,GI6UW,1757-1693,NA,"where can switchgrass production be more profitable than corn and soybean? an integrated subfield assessment in iowa, usa"
WOS:000428007800004,Can soil nitrogen dynamics explain the yield benefit of crop diversification?,FIELD CROPS RESEARCH,NA,219,33-42,APR 15,2018,"Osterholz, William R. | Liebman, Matt | Castellano, Michael J.",Diversified cropping systems | Gross ammonification | Soil inorganic nitrogen | Corn | Crop nitrogen uptake,10.1016/j.fcr.2018.01.026,NA,GA0MM,0378-4290,NA,can soil nitrogen dynamics explain the yield benefit of crop diversification?
WOS:000430636000017,Corn Yield Response to Plant Density and Nitrogen: Spatial Models and Yield Distribution,AGRONOMY JOURNAL,3,110,970-982,MAY-JUN,2018,"Schwalbert, Rai | Amado, Telmo J. C. | Horbe, Tiago A. N. | Stefanello, Lincon O. | Assefa, Y. | Prasad, P. V. Vara | Rice, Charles W. | Ciampitti, Ignacio A.",,10.2134/agronj2017.07.0425,NA,GD6RL,0002-1962,NA,corn yield response to plant density and nitrogen: spatial models and yield distribution
WOS:000466157500017,"Comparing Biological and Conventional Chemical Soil Tests in Long-Term Tillage, Rotation, N Rate Field Study",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2,83,419-428,MAR-APR,2019,"Bavougian, Christina M. | Shapiro, Charles A. | Stewart, Zachary P. | Eskridge, Kent M.",,10.2136/sssaj2018.06.0240,NA,HV7JO,0361-5995,NA,"comparing biological and conventional chemical soil tests in long-term tillage, rotation, n rate field study"
WOS:000417009500019,Modelling subsurface drainage and nitrogen losses from artificially drained cropland using coupled DRAINMOD and WHCNS models,AGRICULTURAL WATER MANAGEMENT,NA,195,201-210,JAN 1,2018,"Liang, Hao | Qi, Zhiming | Hu, Kelin | Li, Baoguo | Prasher, Shiv O.",Subsurface drainage | Nitrogen losses | Optimal N application rate | DRAINMOD | WHCNS,10.1016/j.agwat.2017.10.011,NA,FO6WJ,0378-3774,NA,modelling subsurface drainage and nitrogen losses from artificially drained cropland using coupled drainmod and whcns models
WOS:000436930100005,The economic impacts of technology and climate change: New evidence from US corn yields,AGRICULTURAL ECONOMICS,4,49,463-479,JUL,2018,"Huffman, Wallace E. | Jin, Yu | Xu, Zheng",Technical change | Climate change | Weather | Yield potential | Damage abatement | Biotechnology | Corn yields | Nitrogen fertilizer | Midwest US | Agriculture,10.1111/agec.12429,NA,GL2EQ,0169-5150,NA,the economic impacts of technology and climate change: new evidence from us corn yields
WOS:000480517600005,Soil health indicators impacted by long-term cattle manure and inorganic fertilizer application in a corn-soybean rotation of South Dakota,SCIENTIFIC REPORTS,NA,9,,AUG 13,2019,"Ozlu, Ekrem | Sandhu, Saroop S. | Kumar, Sandeep | Arriaga, Francisco J.",,10.1038/s41598-019-48207-z,NA,IQ1NM,2045-2322,NA,soil health indicators impacted by long-term cattle manure and inorganic fertilizer application in a corn-soybean rotation of south dakota
WOS:000424241200004,"Targeted subfield switchgrass integration could improve the farm economy, water quality, and bioenergy feedstock production",GLOBAL CHANGE BIOLOGY BIOENERGY,3,10,199-212,MAR,2018,"Brandes, Elke | McNunn, Gabe S. | Schulte, Lisa A. | Muth, David J. | VanLoocke, Andy | Heaton, Emily A.",corn | DeNitrification-DeComposition | ecosystem services | eutrophication | hypoxia | landscape analysis | nitrate leaching | Panicum virgatum | precision agriculture | precision conservation,10.1111/gcbb.12481,NA,FV0JG,1757-1693,NA,"targeted subfield switchgrass integration could improve the farm economy, water quality, and bioenergy feedstock production"
WOS:000443263200040,Evaluating Tissue Tests to Improve Nitrogen Management in Furrow-Irrigated Mid-South Corn Production,AGRONOMY JOURNAL,4,110,1580-1588,JUL-AUG,2018,"Greub, Chester E. | Roberts, Trenton L. | Slaton, Nathan A. | Kelley, Jason P. | Gbur, Edward E.",,10.2134/agronj2017.12.0707,NA,GS1FR,0002-1962,NA,evaluating tissue tests to improve nitrogen management in furrow-irrigated mid-south corn production
WOS:000438659700007,Modeled climate change impacts on subirrigated maize relative yield in northwest Ohio,AGRICULTURAL WATER MANAGEMENT,NA,206,56-66,JUL 30,2018,"Gunn, Kpoti M. | Baule, William J. | Frankenberger, Jane R. | Gamble, Debra L. | Allred, Barry J. | Andresen, Jeff A. | Brown, Larry C.",Drainage | Maumee | DRAINMOD | Hoytville | Nappanee | Paulding,10.1016/j.agwat.2018.04.034,NA,GN0LK,0378-3774,NA,modeled climate change impacts on subirrigated maize relative yield in northwest ohio
WOS:000449667800049,Active-Optical Reflectance Sensing Corn Algorithms Evaluated over the United States Midwest Corn Belt,AGRONOMY JOURNAL,6,110,2552-2565,NOV-DEC,2018,"Bean, G. M. | Kitchen, N. R. | Camberato, J. J. | Ferguson, R. B. | Fernandez, F. G. | Franzen, D. W. | Laboski, C. A. M. | Nafziger, E. D. | Sawyer, J. E. | Scharf, P. C. | Schepers, J. | Shanahan, J. S.",,10.2134/agronj2018.03.0217,NA,GZ7NM,0002-1962,NA,active-optical reflectance sensing corn algorithms evaluated over the united states midwest corn belt
WOS:000447938400002,Simulating nitrogen management impacts on maize production in the US Midwest,PLOS ONE,10,13,,OCT 22,2018,"Banger, Kamaljit | Nafziger, Emerson D. | Wang, Junming | Muhammad, Umar | Pittelkow, Cameron M.",,10.1371/journal.pone.0201825,NA,GX7HS,1932-6203,NA,simulating nitrogen management impacts on maize production in the us midwest
WOS:000428154900010,Evaluation of critical nitrogen and phosphorus models for maize under full and limited irrigation conditions,ITALIAN JOURNAL OF AGRONOMY,1,13,80-92,NA,2018,"Djaman, Koffi | Irmak, Suat",Critical nitrogen models | phosphorus dilution models | irrigation | maize | Nebraska,10.4081/ija.2017.958,NA,GA2LT,1125-4718,NA,evaluation of critical nitrogen and phosphorus models for maize under full and limited irrigation conditions
WOS:000430693100001,Root Ideotype Influences Nitrogen Transport and Assimilation in Maize,FRONTIERS IN PLANT SCIENCE,NA,9,,APR 24,2018,"Dechorgnat, Julie | Francis, Karen L. | Dhugga, Kanwarpal S. | Rafalski, J. A. | Tyerman, Stephen D. | Kaiser, Brent N.",Zea mays | nitrogen | gene expression | transport | root system architecture,10.3389/fpls.2018.00531,NA,GD7LJ,1664-462X,NA,root ideotype influences nitrogen transport and assimilation in maize
WOS:000459710700007,Assimilating MODIS data-derived minimum input data set and water stress factors into CERES-Maize model improves regional corn yield predictions,PLOS ONE,2,14,,FEB 25,2019,"Ban, Ho-Young | Ahn, Joong-Bae | Lee, Byun-Woo",,10.1371/journal.pone.0211874,NA,HM8EH,1932-6203,NA,assimilating modis data-derived minimum input data set and water stress factors into ceres-maize model improves regional corn yield predictions
WOS:000449667800039,Modeling the Effect of Varied and Fixed Seeding Rates at a Small-Plot Scale,AGRONOMY JOURNAL,6,110,2456-2461,NOV-DEC,2018,"Lindsey, Alexander J. | Thomison, Peter R. | Nafziger, Emerson D.",,10.2134/agronj2018.07.0426,NA,GZ7NM,0002-1962,NA,modeling the effect of varied and fixed seeding rates at a small-plot scale
WOS:000446667000023,"Response of Soil Organic Carbon, pH, Electrical Conductivity, and Water Stable Aggregates to Long-Term Annual Manure and Inorganic Fertilizer",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,5,82,1243-1251,SEP-OCT,2018,"Ozlu, Ekrem | Kumar, Sandeep",,10.2136/sssaj2018.02.0082,NA,GW1UP,0361-5995,NA,"response of soil organic carbon, ph, electrical conductivity, and water stable aggregates to long-term annual manure and inorganic fertilizer"
WOS:000446284900025,Dynamic model-based recommendations increase the precision and sustainability of N fertilization in midwestern US maize production,COMPUTERS AND ELECTRONICS IN AGRICULTURE,NA,153,256-265,OCT,2018,"Sela, S. | van Es, H. M. | Moebius-Clune, B. N. | Marjerison, R. | Kneubuhler, G.",Adapt-N | MRTN | Sustainable N management | Maize | Crop modelling,10.1016/j.compag.2018.08.010,NA,GV7EN,0168-1699,NA,dynamic model-based recommendations increase the precision and sustainability of n fertilization in midwestern us maize production
WOS:000484435400033,Nitrogen Sidedress Directed by Corn Canopy Reflectance for Manured Fields,AGRONOMY JOURNAL,5,111,2453-2461,SEP-OCT,2019,"Montealegre, Juan Pablo Garcia | Wortmann, Charles | Ferguson, Richard | Shaver, Timothy | Schepers, James",,10.2134/agronj2019.02.0073,NA,IV7GU,0002-1962,NA,nitrogen sidedress directed by corn canopy reflectance for manured fields
WOS:000443664900055,Legacy effects of long-term nitrogen fertilizer application on the fate of nitrogen fertilizer inputs in continuous maize,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,265,544-555,OCT 1,2018,"Poffenbarger, Hanna J. | Sawyer, John E. | Barker, Daniel W. | Olk, Daniel C. | Six, Johan | Castellano, Michael J.",Nitrogen recovery efficiency | Nitrogen use efficiency | Soil organic matter | Nitrogen budget,10.1016/j.agee.2018.07.005,NA,GS4YX,0167-8809,NA,legacy effects of long-term nitrogen fertilizer application on the fate of nitrogen fertilizer inputs in continuous maize
WOS:000460656500006,Investigating maize subirrigation strategies for three northwest Ohio soils,JOURNAL OF SOIL AND WATER CONSERVATION,2,74,111-125,MAR-APR,2019,"Gunn, K. M. | Allred, B. J. | Baule, W. J. | Brown, L. C.",maize | northwest Ohio | nutrient load | recycling | water conservation,10.2489/jswc.74.2.111,NA,HO1HP,0022-4561,NA,investigating maize subirrigation strategies for three northwest ohio soils
WOS:000471657900004,Fertilizer equivalence of organic nitrogen applied in beef cattle manure,NUTRIENT CYCLING IN AGROECOSYSTEMS,3,114,225-235,JUL,2019,"Garcia Montealegre, Juan Pablo | Wortmann, Charles | Ferguson, Richard | Shaver, Timothy | Little, Richard | Schepers, James",Manure | Organic materials | Nitrogen use | Organic N recovery,10.1007/s10705-019-10003-6,NA,ID4PD,1385-1314,NA,fertilizer equivalence of organic nitrogen applied in beef cattle manure
WOS:000454433100015,Enhanced-Efficiency Fertilizer Impacts on Yield-Scaled Nitrous Oxide Emissions in Maize,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,82,1469-1481,NOV-DEC,2018,"Graham, Rebecca F. | Greer, Kristin D. | Villamil, Maria B. | Nafziger, Emerson D. | Pittelkow, Cameron M.",,10.2136/sssaj2018.05.0196,NA,HF7PZ,0361-5995,NA,enhanced-efficiency fertilizer impacts on yield-scaled nitrous oxide emissions in maize
WOS:000466840400011,Effects of Gypsum Application Rate and Frequency on Corn Response to Nitrogen,AGRONOMY JOURNAL,3,111,1109-1117,MAY-JUN,2019,"Chaganti, Vijayasatya N. | Culman, Steve W. | Dick, Warren A. | Kost, David",,10.2134/agronj2018.10.0683,NA,HW6ZV,0002-1962,NA,effects of gypsum application rate and frequency on corn response to nitrogen
WOS:000423994700013,Increasing drought and diminishing benefits of elevated carbon dioxide for soybean yields across the US Midwest,GLOBAL CHANGE BIOLOGY,2,24,E522-E533,FEB,2018,"Jin, Zhenong | Ainsworth, Elizabeth A. | Leakey, Andrew D. B. | Lobell, David B.",crop modeling | drought | elevated CO2 | soybean,10.1111/gcb.13946,NA,FU6WX,1354-1013,NA,increasing drought and diminishing benefits of elevated carbon dioxide for soybean yields across the us midwest
WOS:000476472300014,How Does Phosphorus Restriction Impact Soil Health Parameters in Midwestern Corn-Soybean Systems?,AGRONOMY JOURNAL,4,111,1682-1692,JUL-AUG,2019,"Wade, Jordon | Culman, Steve W. | Sharma, Stuti | Mann, Meredith | Demyan, M. Scott | Mercer, Kristin L. | Basta, Nicholas T.",,10.2134/agronj2018.11.0739,NA,IK3EM,0002-1962,NA,how does phosphorus restriction impact soil health parameters in midwestern corn-soybean systems?
WOS:000467664500006,Enhancing APSIM to simulate excessive moisture effects on root growth,FIELD CROPS RESEARCH,NA,236,58-67,APR 15,2019,"Ebrahimi-Mollabashi, Elnaz | Huth, Neil I. | Holzwoth, Dean P. | Ordonez, Raziel A. | Hatfield, Jerry L. | Huber, Isaiah | Castellano, Michael J. | Archontoulis, Sotirios V.",Water table | Oxygen deficit | Water and nitrogen uptake | Modeling | Root distribution,10.1016/j.fcr.2019.03.014,NA,HX8OF,0378-4290,NA,enhancing apsim to simulate excessive moisture effects on root growth
WOS:000434048500001,"Historical nitrogen fertilizer use in agricultural ecosystems of the contiguous United States during 1850-2015: application rate, timing, and fertilizer types",EARTH SYSTEM SCIENCE DATA,2,10,969-984,JUN 4,2018,"Cao, Peiyu | Lu, Chaoqun | Yu, Zhen",,10.5194/essd-10-969-2018,NA,GI0GX,1866-3508,NA,"historical nitrogen fertilizer use in agricultural ecosystems of the contiguous united states during 1850-2015: application rate, timing, and fertilizer types"
WOS:000419364800009,Genome-wide analysis of maize NLP transcription factor family revealed the roles in nitrogen response,PLANT GROWTH REGULATION,1,84,95-105,JAN,2018,"Ge, Min | Liu, Yuhe | Jiang, Lu | Wang, Yuancong | Lv, Yuanda | Zhou, Ling | Liang, Shuaiqiang | Bao, Huabin | Zhao, Han",Maize | NIN-like protein (NLP) | Transcription factor | Genome-wide analysis | Genetic differentiation | Nitrogen response,10.1007/s10725-017-0324-x,NA,FR9AC,0167-6903,NA,genome-wide analysis of maize nlp transcription factor family revealed the roles in nitrogen response
WOS:000476472300046,Soil Texture and Precipitation Influence Optimal Time of Nitrogen Fertilization for Corn,AGRONOMY JOURNAL,4,111,2018-2030,JUL-AUG,2019,"Spackman, Jared A. | Fernandez, Fabian G. | Coulter, Jeffrey A. | Kaiser, Daniel E. | Paiao, Gabriel",,10.2134/agronj2018.09.0605,NA,IK3EM,0002-1962,NA,soil texture and precipitation influence optimal time of nitrogen fertilization for corn
WOS:000434889800007,Evaluation of variable rate irrigation using a remote-sensing-based model,AGRICULTURAL WATER MANAGEMENT,NA,203,63-74,APR 30,2018,"Barker, J. Burdette | Heeren, Derek M. | Neale, Christopher M. U. | Rudnick, Daran R.",Evapotranspiration | Remote sensing | Soil water balance | Variable rate irrigation,10.1016/j.agwat.2015.02.022,NA,GI9XS,0378-3774,NA,evaluation of variable rate irrigation using a remote-sensing-based model
WOS:000484872000023,Applied organic nitrogen: Pre-plant and in-season estimation of corn nitrogen uptake,FIELD CROPS RESEARCH,NA,241,,SEP 1,2019,"Montealegre, Juan Pablo Garcia | Wortmann, Charles | Schepers, James | Little, Richard",Manure | Nitrogen | Fertilizer nitrogen equivalent | Canopy sensing | Normalized difference red edge index,10.1016/j.fcr.2019.107577,NA,IW3HV,0378-4290,NA,applied organic nitrogen: pre-plant and in-season estimation of corn nitrogen uptake
WOS:000461456000007,Droplet Size Impact on Efficacy of a Dicamba-plus-Glyphosate Mixture,WEED TECHNOLOGY,1,33,66-74,FEB,2019,"Butts, Thomas R. | Samples, Chase A. | Franca, Lucas X. | Dodds, Darrin M. | Reynolds, Daniel B. | Adams, Jason W. | Zollinger, Richard K. | Howatt, Kirk A. | Fritz, Bradley K. | Hoffmann, W. Clint | Luck, Joe D. | Kruger, Greg R.","Kevin Bradley, University of Missouri | Dicamba | glyphosate | Application optimization | precision agriculture | pulse-width modulation | site-specific weed management | weed control",10.1017/wet.2018.118,NA,HP1VH,0890-037X,NA,droplet size impact on efficacy of a dicamba-plus-glyphosate mixture
WOS:000445422100006,The Impact of Federal and State Conservation Programs on Farmer Nitrogen Management,ENVIRONMENTAL MANAGEMENT,4,62,694-708,OCT,2018,"Reimer, Adam P. | Denny, Riva C. H. | Stuart, Diana",Agriculture | Agri-environmental programs | Conservation practices | Non-point source pollution | Fertilizer,10.1007/s00267-018-1083-9,NA,GU6KP,0364-152X,NA,the impact of federal and state conservation programs on farmer nitrogen management
WOS:000425349600017,Determining Switchgrass Breakeven Prices in a Landscape Design System,BIOENERGY RESEARCH,1,11,191-208,MAR,2018,"Soldavini, Sabrinna | Tyner, Wallace E.",Landscape design | Bioenergy | Breakeven price analysis | Switchgrass,10.1007/s12155-017-9888-6,NA,FW5II,1939-1234,NA,determining switchgrass breakeven prices in a landscape design system
WOS:000461858900031,Impacts of Subsurface Tile Drainage on AgeConcentration Dynamics of Inorganic Nitrogen in Soil,WATER RESOURCES RESEARCH,2,55,1470-1489,FEB,2019,"Woo, Dong K. | Kumar, Praveen",nitrogen age | mean age | inorganic nitrogen | nitrate | reactive | tile drainage,10.1029/2018WR024139,NA,HP7HO,0043-1397,NA,impacts of subsurface tile drainage on ageconcentration dynamics of inorganic nitrogen in soil
WOS:000419360900007,Addressing agricultural phosphorus loss in artificially drained landscapes with 4R nutrient management practices,JOURNAL OF SOIL AND WATER CONSERVATION,1,73,35-47,JAN-FEB,2018,"King, K. W. | Williams, M. R. | LaBarge, G. A. | Smith, D. R. | Reutter, J. M. | Duncan, E. W. | Pease, L. A.",algal bloom | Lake Erie | nutrients | tile drainage | water quality,10.2489/jswc.73.1.35,NA,FR8YP,0022-4561,NA,addressing agricultural phosphorus loss in artificially drained landscapes with 4r nutrient management practices
WOS:000462738100044,Composted Cattle Manure as a Nitrogen Source for Sugar Beet Production,AGRONOMY JOURNAL,2,111,917-923,MAR-APR,2019,"Maharjan, Bijesh | Hergert, Gary W.",,10.2134/agronj2018.09.0567,NA,HQ9HQ,0002-1962,NA,composted cattle manure as a nitrogen source for sugar beet production
WOS:000469306300004,Vegetation Index Weighted Canopy Volume Model (CVMVI) for soybean biomass estimation from Unmanned Aerial System-based RGB imagery,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,NA,151,27-41,MAY,2019,"Maimaitijiang, Maitiniyazi | Sagan, Vasit | Sidike, Paheding | Maimaitiyiming, Matthew | Hartling, Sean | Peterson, Kyle T. | Maw, Michael J. W. | Shakoor, Nadia | Mockler, Todd | Fritschi, Felix B.",Canopy volume model (CVM) | Vegetation index weighted canopy volume model (CVMVI) | Unmanned Aerial Systems (UAS) | Biomass estimation | Photogrammetric point clouds,10.1016/j.isprsjprs.2019.03.003,NA,IA1GC,0924-2716,NA,vegetation index weighted canopy volume model (cvmvi) for soybean biomass estimation from unmanned aerial system-based rgb imagery
WOS:000466840400040,"Optimum Droplet Size Using a Pulse-Width Modulation Sprayer for Applications of 2,4-D Choline Plus Glyphosate",AGRONOMY JOURNAL,3,111,1425-1432,MAY-JUN,2019,"Butts, Thomas R. | Samples, Chase A. | Franca, Lucas X. | Dodds, Darrin M. | Reynolds, Daniel B. | Adams, Jason W. | Zollinger, Richard K. | Howatt, Kirk A. | Fritz, Bradley K. | Hoffmann, W. Clint | Luck, Joe D. | Kruger, Greg R.",,10.2134/agronj2018.07.0463,NA,HW6ZV,0002-1962,NA,"optimum droplet size using a pulse-width modulation sprayer for applications of 2,4-d choline plus glyphosate"
WOS:000447947300007,Agricultural conservation practices in Iowa watersheds: comparing actual implementation with practice potential,ENVIRONMENTAL MONITORING AND ASSESSMENT,11,190,,NOV,2018,"Rundhaug, Trevor J. | Geimer, Greg R. | Drake, Chad W. | Amado, Antonio Arenas | Bradley, A. Allen | Wolter, Calvin F. | Weber, Larry J.",Agricultural Conservation Planning Framework | Iowa Best Management Mapping Project | Conservation practices | Landform regions | Precision conservation,10.1007/s10661-018-6977-8,NA,GX7KB,0167-6369,NA,agricultural conservation practices in iowa watersheds: comparing actual implementation with practice potential
