"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review"
"1582",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"95",3,7,NA,91,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1583",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"100",3,8,NA,87,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1584",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"90",3,9,NA,98,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1585",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"125",3,7,NA,124,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1586",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"124",3,8,NA,130,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1587",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"117",3,9,NA,126,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1588",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"2",6,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1589",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"0",6,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1590",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"0",6,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1591",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"105",6,7,NA,107,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1592",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"3",6,8,NA,2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1593",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"3",6,8,NA,2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1594",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"23",6,8,NA,33,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1595",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"112",6,8,NA,108,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1596",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"3",6,9,NA,2,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1597",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"1",6,9,NA,3,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1598",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"27",6,9,NA,40,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1599",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"109",6,9,NA,111,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1600",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"95",6,7,NA,99,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1601",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"100",6,8,NA,94,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1602",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"90",6,9,NA,94,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1603",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"125",6,7,NA,128,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1604",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"124",6,8,NA,127,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1605",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"117",6,9,NA,124,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","surface band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1606",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"2",2,7,NA,1,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1607",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"0",2,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1608",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"0",2,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1609",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"105",2,7,NA,112,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1610",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"3",2,8,NA,1,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1611",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"3",2,8,NA,4,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1612",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"23",2,8,NA,68,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1613",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"112",2,8,NA,108,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1614",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"3",2,9,NA,1,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1615",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"1",2,9,NA,7,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1616",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"27",2,9,NA,73,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1617",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"109",2,9,NA,110,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1618",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"95",2,7,NA,91,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1619",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"100",2,8,NA,96,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1620",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"90",2,9,NA,94,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1621",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"125",2,7,NA,123,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1622",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"124",2,8,NA,117,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1623",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"117",2,9,NA,107,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1624",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"2",5,7,NA,2,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1625",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"0",5,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1626",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,7,NA,"0",5,7,NA,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1627",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"105",5,7,NA,106,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1628",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"3",5,8,NA,2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1629",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"3",5,8,NA,2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1630",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,8,NA,"23",5,8,NA,50,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1631",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"112",5,8,NA,113,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1632",78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"3",5,9,NA,1,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1633",78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"1",5,9,NA,10,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1634",78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",0,9,NA,"27",5,9,NA,56,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1635",78,"1991-1",1,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"109",5,9,NA,105,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1636",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"95",5,7,NA,98,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1637",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,8,NA,"100",5,8,NA,98,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1638",78,"1991-1",2,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,9,NA,"90",5,9,NA,94,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"1639",78,"1991-1",3,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",0,7,NA,"125",5,7,NA,135,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
