Res_key,Review_id,Paper_id,Duration,Loc_multi_results,Response_var,RV_trtspecifics,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_details,Trt2_name,Trt2_details,Tillage_1,Tillage_2,group_level1,group_level2,group_level3,per_change,actual_diff,sample_depth,sample_year,nutrient_groups,Trt_1name,Trt_2name,Trt_compare,Review
301,,132,2001-2,0,soil ammonium,maize V6 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,1.7,3,NA,,1.46,0.05,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Ammonium,Early season (crop stages: preplanting to V6),-14.11764706,-0.24,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
302,,132,2001-2,0,soil ammonium,maize V6 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,1.7,4,NA,,1.36,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Ammonium,Early season (crop stages: preplanting to V6),-20,-0.34,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
302,,132,2001-2,0,soil ammonium,maize V6 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,1.7,4,NA,,1.36,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Ammonium,Early season (crop stages: preplanting to V6),-20,-0.34,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
304,,132,2001-2,0,soil nitrate,maize V6 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.15,3,NA,,2.08,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-3.255813953,-0.07,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
304,,132,2001-2,0,soil nitrate,maize V6 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.15,3,NA,,2.08,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-3.255813953,-0.07,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
305,,132,2001-2,0,soil nitrate,maize V6 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.15,4,NA,,1.78,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-17.20930233,-0.37,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
305,,132,2001-2,0,soil nitrate,maize V6 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.15,4,NA,,1.78,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-17.20930233,-0.37,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
307,,132,2001-2,0,total soil mineral nitrate,maize V6 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.29,3,NA,,2.18,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-4.80349345,-0.11,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
307,,132,2001-2,0,total soil mineral nitrate,maize V6 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.29,3,NA,,2.18,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-4.80349345,-0.11,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
308,,132,2001-2,0,total soil mineral nitrate,maize V6 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.29,4,NA,,1.94,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-15.28384279,-0.35,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
308,,132,2001-2,0,total soil mineral nitrate,maize V6 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.29,4,NA,,1.94,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-15.28384279,-0.35,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
310,,132,2001-2,0,soil ammonium,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,0,NA,NA,1.65,1,NA,,1.72,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Mid season (crop stages: V7 to R1),4.242424242,0.07,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
310,,132,2001-2,0,soil ammonium,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,0,NA,NA,1.65,1,NA,,1.72,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Mid season (crop stages: V7 to R1),4.242424242,0.07,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
311,,132,2001-2,0,soil nitrate,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,0,NA,NA,1.94,1,NA,,2.04,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),5.154639175,0.1,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
311,,132,2001-2,0,soil nitrate,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,0,NA,NA,1.94,1,NA,,2.04,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),5.154639175,0.1,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
312,,132,2001-2,0,total soil mineral nitrate,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,0,NA,NA,2.17,1,NA,,2.26,0.1,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),4.147465438,0.09,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
312,,132,2001-2,0,total soil mineral nitrate,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,0,NA,NA,2.17,1,NA,,2.26,0.1,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),4.147465438,0.09,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
313,,132,2001-2,0,soil ammonium,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,1.58,3,NA,,1.68,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Ammonium,Mid season (crop stages: V7 to R1),6.329113924,0.1,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
313,,132,2001-2,0,soil ammonium,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,1.58,3,NA,,1.68,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Ammonium,Mid season (crop stages: V7 to R1),6.329113924,0.1,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
314,,132,2001-2,0,soil ammonium,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,1.58,4,NA,,1.79,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Ammonium,Mid season (crop stages: V7 to R1),13.29113924,0.21,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
314,,132,2001-2,0,soil ammonium,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,1.58,4,NA,,1.79,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Ammonium,Mid season (crop stages: V7 to R1),13.29113924,0.21,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
316,,132,2001-2,0,soil nitrate,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.01,3,NA,,1.99,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),-0.995024876,-0.02,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
316,,132,2001-2,0,soil nitrate,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.01,3,NA,,1.99,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),-0.995024876,-0.02,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
317,,132,2001-2,0,soil nitrate,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.01,4,NA,,1.97,ns,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),-1.990049751,-0.04,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
317,,132,2001-2,0,soil nitrate,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.01,4,NA,,1.97,ns,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),-1.990049751,-0.04,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
319,,132,2001-2,0,total soil mineral nitrate,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.17,3,NA,,2.2,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),1.382488479,0.03,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
319,,132,2001-2,0,total soil mineral nitrate,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.17,3,NA,,2.2,ns,split_plant_plantV6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting and V6 ,nitrogen fertilizer applied at planting and V6 ,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),1.382488479,0.03,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
320,,132,2001-2,0,total soil mineral nitrate,maize R1 stage,0-30 cm,1,log kg N/ha,LSD,mean,2,NA,NA,2.17,4,NA,,2.27,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),4.608294931,0.1,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
320,,132,2001-2,0,total soil mineral nitrate,maize R1 stage,0-30 cm,2,log kg N/ha,LSD,mean,2,NA,NA,2.17,4,NA,,2.27,0.05,split_plant_V6,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at planting only,nitrogen fertilizer applied at V6 only,nitrogen fertilizer applied at V6 only,,,Soil Nutrients,Nitrate,Mid season (crop stages: V7 to R1),4.608294931,0.1,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
325,,132,2001-2,0,soil ammonium,post harvest of maize,0-30 cm,1,log kg N/ha,LSD,mean,0,NA,NA,1.46,1,NA,,1.65,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),13.01369863,0.19,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
325,,132,2001-2,0,soil ammonium,post harvest of maize,0-30 cm,2,log kg N/ha,LSD,mean,0,NA,NA,1.46,1,NA,,1.65,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),13.01369863,0.19,0-30 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
326,,132,2001-2,0,soil ammonium,post harvest of maize,30-60 cm,1,log kg N/ha,LSD,mean,0,NA,NA,0.89,1,NA,,1.07,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),20.2247191,0.18,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
326,,132,2001-2,0,soil ammonium,post harvest of maize,30-60 cm,2,log kg N/ha,LSD,mean,0,NA,NA,0.89,1,NA,,1.07,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),20.2247191,0.18,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
327,,132,2001-2,0,soil ammonium,post harvest of maize,30-60 cm,1,log kg N/ha,LSD,mean,0,NA,NA,0.68,1,NA,,0.73,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),7.352941176,0.05,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
327,,132,2001-2,0,soil ammonium,post harvest of maize,30-60 cm,2,log kg N/ha,LSD,mean,0,NA,NA,0.68,1,NA,,0.73,ns,timing_preplant_plant,"early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","early application of nitrogen fertilizer (preplanting & planting and/or V6 stage, March)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)","late application of nitrogen fertilizer (no preplant fertilization, applied at planting and/or V6 stage)",,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),7.352941176,0.05,0-60 cm,,Application Timing,Preplant,Early Season,,Nutrient Management
336,,133,2001-2,1,soil nitrate,preplant,0-240 cm,1,kg NO3-N/ha,LSD,mean,0,NA,NA,178,1,NA,,141,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),-20.78651685,-37,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
337,,133,2001-2,1,soil nitrate,post harvest,0-240 cm,1,kg NO3-N/ha,LSD,mean,0,NA,NA,153,1,NA,,153,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),0,0,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
338,,133,2001-2,1,soil nitrate,preplant,0-240 cm,2,kg NO3-N/ha,LSD,mean,0,NA,NA,149,1,NA,,153,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),2.684563758,4,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
339,,133,2001-2,1,soil nitrate,post harvest,0-240 cm,2,kg NO3-N/ha,LSD,mean,0,NA,NA,161,1,NA,,156,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-3.105590062,-5,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
340,,133,2001-2,2,soil nitrate,post harvest,0-240 cm,1,kg NO3-N/ha,LSD,mean,0,NA,NA,88,1,NA,,132,0.1,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),50,44,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
341,,133,2001-2,2,soil nitrate,preplant,0-240 cm,2,kg NO3-N/ha,LSD,mean,0,NA,NA,88,1,NA,,140,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),59.09090909,52,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
342,,133,2001-2,2,soil nitrate,post harvest,0-240 cm,2,kg NO3-N/ha,LSD,mean,0,NA,NA,210,1,NA,,226,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),7.619047619,16,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
343,,133,2001-2,3,soil nitrate,post harvest,0-240 cm,1,kg NO3-N/ha,LSD,mean,0,NA,NA,202,1,NA,,266,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),31.68316832,64,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
344,,133,2001-2,3,soil nitrate,preplant,0-240 cm,2,kg NO3-N/ha,LSD,mean,0,NA,NA,197,1,NA,,225,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Early season (crop stages: preplanting to V6),14.21319797,28,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
345,,133,2001-2,3,soil nitrate,post harvest,0-240 cm,2,kg NO3-N/ha,LSD,mean,0,NA,NA,335,1,NA,,287,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-14.32835821,-48,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
346,,133,2001-2,4,soil nitrate,post harvest,0-240 cm,1,kg NO3-N/ha,LSD,mean,0,NA,NA,121,1,NA,,138,ns,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),14.04958678,17,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
347,,133,2001-2,4,soil nitrate,post harvest,0-240 cm,2,kg NO3-N/ha,LSD,mean,0,NA,NA,155,1,NA,,253,0.1,timing_plant_plantV6,250 kg N/ha applied at planting,250 kg N/ha applied at planting,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,125 kg N/ha applied at planting and 125 kg N/ha sidedress at V6-V8 stage,,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),63.22580645,98,0-150 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
389,,136,2014-2,0,residual soil ammonium from enriched UAN fertilizer (0-107 cm depth),,0-60 cm,1,kg N/ha,Pdiff,mean,0,NA,NA,22.4,1,NA,,23.4,ns,timing_preplant_splitpreplantV4,maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),4.464285714,1,0-30 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
389,,136,2014-2,0,residual soil ammonium from enriched UAN fertilizer (0-107 cm depth),,0-60 cm,2,kg N/ha,Pdiff,mean,0,NA,NA,22.4,1,NA,,23.4,ns,timing_preplant_splitpreplantV4,maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),,,Soil Nutrients,Ammonium,Late season (crop stages: harvest & post harvest),4.464285714,1,0-30 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
390,,136,2014-2,0,residual soil nitrate,,0-60 cm,1,kg N/ha,Pdiff,mean,0,NA,NA,30.6,1,NA,,26,ns,timing_preplant_splitpreplantV4,maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-15.03267974,-4.6,0-30 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
390,,136,2014-2,0,residual soil nitrate,,0-60 cm,2,kg N/ha,Pdiff,mean,0,NA,NA,30.6,1,NA,,26,ns,timing_preplant_splitpreplantV4,maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with single preplant nitrogen application (135 kg N/ha),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),maize fertilized with split nitrogen application (45 kg N/ha at preplant and 90 kg N/ha applied as side-dress at V4 maize development stage),,,Soil Nutrients,Nitrate,Late season (crop stages: harvest & post harvest),-15.03267974,-4.6,0-30 cm,,Application Timing,Single Application,Split Application,,Nutrient Management
