"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review","per_change","actual_diff"
592,87,"2007-1",2,"stalk rot index at R6  stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,5,NA,2.7,1,5,NA,1.8,"0.05","untreated_seedIF","untreated","untreated maize sampled at R6 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at R6 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-33.3333333333333,-0.9
593,87,"2007-1",1,"maize root rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,2,NA,2,1,2,NA,0.1,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-95,-1.9
594,87,"2007-1",2,"maize root rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,2,NA,2.2,1,2,NA,1.5,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-31.8181818181818,-0.7
595,87,"2007-1",1,"mesocotyl rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,2,NA,1.1,1,2,NA,0.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-72.7272727272727,-0.8
596,87,"2007-1",2,"mesocotyl rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,2,NA,2.2,1,2,NA,0.8,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-63.6363636363636,-1.4
597,87,"2007-1",1,"crown rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,2,NA,1.5,1,2,NA,1.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-13.3333333333333,-0.2
598,87,"2007-1",2,"crown rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,2,NA,2.1,1,2,NA,1.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-38.0952380952381,-0.8
599,87,"2007-1",1,"stalk rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,4,NA,2.6,1,4,NA,1.2,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-53.8461538461539,-1.4
600,87,"2007-1",2,"stalk rot index at V2 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,4,NA,2.8,1,4,NA,1.5,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-46.4285714285714,-1.3
601,87,"2007-1",1,"incidence of Fusarium infection at V2 stage",NA,1,"%","Tukey","mean",0,2,NA,48.6,1,2,NA,22.1,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-54.5267489711934,-26.5
602,87,"2007-1",2,"incidence of Fusarium infection at V2 stage",NA,1,"%","Tukey","mean",0,2,NA,56.4,1,2,NA,19.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V2 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V2 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-65.7801418439716,-37.1
603,87,"2007-1",1,"maize root rot index at V4 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,3,NA,2.6,1,3,NA,2.6,"ns","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",0,0
604,87,"2007-1",2,"maize root rot index at V4 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,3,NA,1.6,1,3,NA,2,"ns","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",25,0.4
605,87,"2007-1",1,"mesocotyl rot index at V4 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,3,NA,2.7,1,3,NA,2.1,"ns","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-22.2222222222222,-0.6
606,87,"2007-1",2,"mesocotyl rot index at V4 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,3,NA,2,1,3,NA,1.4,"ns","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-30,-0.6
607,87,"2007-1",1,"crown rot index at V4 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,3,NA,2,1,3,NA,1.3,"0.05","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-35,-0.7
608,87,"2007-1",2,"crown rot index at V4 stage (where 0 = healthy and 5 = completely rotted tissue)",NA,1,"index (0-5)","Tukey","mean",0,3,NA,1.8,1,3,NA,1,"0.05","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-44.4444444444444,-0.8
609,87,"2007-1",1,"incidence of Fusarium infection at V4 stage",NA,1,"%","Tukey","mean",0,3,NA,74.3,1,3,NA,37.1,"0.05","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-50.0672947510094,-37.2
610,87,"2007-1",2,"incidence of Fusarium infection at V4 stage",NA,1,"%","Tukey","mean",0,3,NA,81.4,1,3,NA,51.4,"0.05","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-36.8550368550369,-30
611,87,"2007-1",1,"incidence of Fusarium infection at V6 stage",NA,1,"%","Tukey","mean",0,4,NA,100,1,4,NA,47.5,"0.05","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-52.5,-52.5
612,87,"2007-1",2,"incidence of Fusarium infection at V6 stage",NA,1,"%","Tukey","mean",0,4,NA,97.5,1,4,NA,52.5,"0.05","untreated_seedIF","untreated","untreated maize sampled at V4 stage","azoxystrobin; fludioxonil; mefenoxam; thiamethoxam (Cruiser Extreme 250)","maize treated with azoxystrobin, fludioxonil, mefenoxam, and thiamethoxam (Cruiser Extreme 250) sampled at V4 stage","Pests","Pathogens","Corn (infection of leaf tissue)","Neonicotinoid & Fungicide","Seed","Early Season Pest Management",-46.1538461538462,-45
641,92,"2001-1",1,"Fusarium solani soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,2,NA,25,1,2,NA,30,"ns","untreated_seedFbio","untreated","untreated soybean (chisel plow)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",20,5
642,92,"2001-1",2,"Fusarium solani soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,2,NA,11,1,2,NA,13,"ns","untreated_seedFbio","untreated","untreated soybean (chisel plow)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",18.1818181818182,2
643,92,"2001-1",1,"Fusarium oxysporium soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,2,NA,30,1,2,NA,34,"ns","untreated_seedFbio","untreated","untreated soybean (chisel plow)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",13.3333333333333,4
644,92,"2001-1",2,"Fusarium oxysporium soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,2,NA,163,1,2,NA,128,"ns","untreated_seedFbio","untreated","untreated soybean (chisel plow)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",-21.4723926380368,-35
645,92,"2001-1",1,"Fusarium solani soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,3,NA,32,1,3,NA,34,"ns","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",6.25,2
646,92,"2001-1",2,"Fusarium solani soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,3,NA,15,1,3,NA,13,"ns","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",-13.3333333333333,-2
647,92,"2001-1",1,"Fusarium oxysporium soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,3,NA,40,1,3,NA,29,"ns","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",-27.5,-11
648,92,"2001-1",2,"Fusarium oxysporium soil colony forming unit (0-15 cm depth)",NA,1,"CFU x 10^2","Duncans","mean",0,3,NA,153,1,3,NA,96,"0.05","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management",-37.2549019607843,-57
657,92,"2001-1",1,"soybean disease severity at V4 growth",NA,1,"scale of 1 (no disease) to 9 (dead plant)","Duncans","mean",0,NA,NA,4,1,NA,NA,3.2,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybean (infection of leaf tissue)","Fungicide","Seed","Early Season Pest Management",-20,-0.8
658,92,"2001-1",2,"soybean disease severity at V4 growth",NA,1,"scale of 1 (no disease) to 9 (dead plant)","Duncans","mean",0,NA,NA,4.1,1,NA,NA,3.3,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybean (infection of leaf tissue)","Fungicide","Seed","Early Season Pest Management",-19.5121951219512,-0.8
714,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early June maize planting",NA,1,"rating","LSD","mean",0,2,NA,0,1,2,NA,0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",0,0
715,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early June maize planting",NA,1,"rating","LSD","mean",0,2,NA,0,1,2,NA,0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",0,0
716,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early June maize planting",NA,2,"rating","LSD","mean",0,3,NA,0.001,1,3,NA,0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-100,-0.001
717,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early June maize planting",NA,2,"rating","LSD","mean",0,3,NA,0.012,1,3,NA,0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-100,-0.012
718,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early June maize planting",NA,3,"rating","LSD","mean",0,4,NA,0.039,1,4,NA,0.001,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-97.4358974358974,-0.038
719,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early June maize planting",NA,3,"rating","LSD","mean",0,4,NA,0,1,4,NA,0.005,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",0.5,0.005
728,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early May maize planting",NA,1,"rating","LSD","mean",0,2,NA,0.364,1,2,NA,0.022,"0.05","untreated_seedI","untreated","untreated maize planted in early May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-93.956043956044,-0.342
729,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early May maize planting",NA,1,"rating","LSD","mean",0,2,NA,0.056,1,2,NA,0.007,"0.05","untreated_seedI","untreated","untreated maize planted in early May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-87.5,-0.049
730,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early May maize planting",NA,2,"rating","LSD","mean",0,3,NA,0.08,1,3,NA,0.007,"0.05","untreated_seedI","untreated","untreated maize planted in early May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-91.25,-0.073
731,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early May maize planting",NA,2,"rating","LSD","mean",0,3,NA,2.22,1,3,NA,0.407,"0.05","untreated_seedI","untreated","untreated maize planted in early May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-81.6666666666667,-1.813
732,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early May maize planting",NA,3,"rating","LSD","mean",0,4,NA,0.951,1,4,NA,0.242,"0.05","untreated_seedI","untreated","untreated maize planted in early May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-74.553101997897,-0.709
733,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for early May maize planting",NA,3,"rating","LSD","mean",0,4,NA,0.429,1,4,NA,0.003,"0.05","untreated_seedI","untreated","untreated maize planted in early May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-99.3006993006993,-0.426
742,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting",NA,1,"rating","LSD","mean",0,2,NA,0.041,1,2,NA,0.018,"ns","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-56.0975609756098,-0.023
743,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting",NA,1,"rating","LSD","mean",0,2,NA,0.024,1,2,NA,0.009,"ns","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-62.5,-0.015
744,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting",NA,2,"rating","LSD","mean",0,3,NA,0.052,1,3,NA,0.008,"0.05","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-84.6153846153846,-0.044
745,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting",NA,2,"rating","LSD","mean",0,3,NA,1.92,1,3,NA,0.024,"0.05","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-98.75,-1.896
746,85,"2006-2",2,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting",NA,3,"rating","LSD","mean",0,4,NA,0.737,1,4,NA,0.035,"0.05","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-95.2510176390773,-0.702
747,85,"2006-2",1,"root injury rating [from 0 to 3 where 0 = no injury and 3 = 3 nodes missing] for late May maize planting",NA,3,"rating","LSD","mean",0,4,NA,0.145,1,4,NA,0.005,"0.05","untreated_seedI","untreated","untreated maize planted in late May","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in late May","Pests","Pathogens","Corn (infection of roots)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-96.551724137931,-0.14
756,95,"2002-3",1,"total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)",NA,1,"number","Dunnett","mean",0,NA,NA,6.62,1,NA,NA,7.04,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",6.34441087613293,0.42
757,95,"2002-3",2,"total counts of adult bean leaf beetles (Cerotoma trifurcata)",NA,1,"number","Dunnett","mean",0,NA,NA,10.57,1,NA,NA,4.86,"0.05","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-54.0208136234626,-5.71
758,95,"2002-3",3,"total counts of adult bean leaf beetles (Cerotoma trifurcata)",NA,1,"number","Dunnett","mean",0,NA,NA,10.57,1,NA,NA,10.32,"ns","untreated_seedI","untreated","untreated soybean","clothianidin","soybean seed treated with clothianidin (47.32 ml ai/kg)","Pests","Invertebrate Pests","Bean leaf beetles on soybeans (#)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-2.36518448438978,-0.25
